,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,13,GPS_L1,1278283744358379598,12963833.358,-15214270.203,17322011.663,20.818,2231.064,1940.5,7519.323,0.001,23356385.496,2.398,0.0,4.271,6.61,23363893.937999997,G13,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
1,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,15,GPS_L1,1278283744363829529,4956592.634,-22980416.407,11669504.567,612.463,1470.309,2603.158,-65606.482,-0.0,21722537.286,3.598,0.0,3.377,3.9,21656923.527,G15,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
2,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,21,GPS_L1,1278283744360567001,-20175915.266,-556706.602,17889922.836,1591.344,-1435.224,1856.824,6390.617,0.003,22700618.574,3.298,0.0,3.633,4.27,22707001.288,G21,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
3,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,29,GPS_L1,1278283744364282758,-3357269.086,-25768323.142,5355279.974,206.276,-683.401,-3135.153,-43743.322,-0.003,21586662.65,2.998,0.0,3.228,3.497,21542912.602999996,G29,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
4,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,27,GPS_L1,1278283744352712356,-12478928.072,12406914.636,19640055.003,-280.577,-2519.103,1435.082,-102214.28,-0.004,25055381.905,3.598,0.0,5.517,22.532,24953139.575999998,G27,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
5,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,10,GPS_L1,1278283744359358571,-24038878.69,-11594802.883,-384903.078,55.172,-244.748,3171.504,-118166.064,-0.003,23062896.774,5.696,0.0,4.63,5.104,22944720.976000004,G10,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
6,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,16,GPS_L1,1278283744358506670,-17144377.81,4953567.114,19601763.139,-2100.727,-1389.648,-1426.965,-54056.672,-0.002,23318290.269,3.298,0.0,4.406,6.162,23264223.029000003,G16,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
7,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,20,GPS_L1,1278283744367436437,-18971723.859,-15066688.58,11067546.585,1434.472,174.193,2654.164,158098.604,0.0,20641213.471,3.598,0.0,2.653,2.847,20799306.575,G20,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
8,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,18,GPS_L1,1278283744367889998,-8404471.06,-12590341.591,21812366.571,2345.093,-1476.878,48.184,72359.374,0.003,20505239.304,3.298,0.0,2.437,2.756,20577593.485000003,G18,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
9,2020-07-08-US-MTV-1,Pixel4,1278283744436,1,26,GPS_L1,1278283744360912258,-24438183.221,-3031662.371,10204711.203,-1067.087,-783.919,-2756.779,71906.596,0.002,22597113.129,2.398,0.0,4.103,4.684,22669010.938,G26,1278283745436,-2704316.450438983,-4281660.299112636,3864416.0042962525,-5275.40273925613
0,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,13,GPS_L1,1278283745358379317,12963854.234,-15212039.018,17323951.976,20.933,2231.307,1940.127,7519.324,0.001,23356469.738,2.398,0.0,4.271,6.611,23363978.18,G13,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
1,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,15,GPS_L1,1278283745363829870,4957205.164,-22978945.949,11672107.597,612.595,1470.604,2602.9,-65606.483,-0.0,21722435.056,3.298,0.0,3.377,3.9,21656821.296000004,G15,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
2,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,21,GPS_L1,1278283745360568160,-20174323.874,-558141.94,17891779.48,1591.437,-1435.448,1856.46,6390.62,0.003,22700271.115,3.298,0.0,3.633,4.269,22706653.832999997,G21,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
3,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,29,GPS_L1,1278283745364281168,-3357062.833,-25769006.35,5352144.769,206.23,-683.019,-3135.267,-43743.325,-0.003,21587139.32,2.698,0.0,3.228,3.498,21543389.269,G29,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
4,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,27,GPS_L1,1278283745352714696,-12479208.731,12404395.446,19641489.874,-280.74,-2519.266,1434.655,-102214.284,-0.004,25054680.391,3.897,0.0,5.516,22.51,24952438.080999997,G27,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
5,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,10,GPS_L1,1278283745359360449,-24038823.347,-11595047.544,-381731.564,55.513,-244.575,3171.512,-118166.067,-0.003,23062333.764,6.296,0.0,4.629,5.103,22944157.964999996,G10,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
6,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,16,GPS_L1,1278283745358507520,-17146478.502,4952177.579,19600335.963,-2100.654,-1389.422,-1427.384,-54056.674,-0.002,23318035.445,3.598,0.0,4.406,6.161,23263968.204000004,G16,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
7,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,20,GPS_L1,1278283745367437465,-18970289.222,-15066514.372,11070200.635,1434.797,174.222,2653.93,158098.604,0.0,20640905.284,3.598,0.0,2.652,2.847,20798998.389000002,G20,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
8,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,18,GPS_L1,1278283745367890110,-8402126.008,-12591818.541,21812414.522,2345.012,-1477.019,47.719,72359.377,0.003,20505205.727,3.298,0.0,2.437,2.756,20577559.911000002,G18,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
9,2020-07-08-US-MTV-1,Pixel4,1278283745436,1,26,GPS_L1,1278283745360911638,-24439250.172,-3032446.188,10201954.318,-1066.817,-783.716,-2756.994,71906.598,0.002,22597299.001,2.398,0.0,4.104,4.684,22669196.811,G26,1278283746436,-2704324.03294025,-4281637.137872614,3864436.30571827,-5285.654274404409
0,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,13,GPS_L1,1278283746358379045,12963875.225,-15209807.588,17325891.915,21.048,2231.551,1939.754,7519.324,0.001,23356551.281,2.398,0.0,4.271,6.611,23364059.722999997,G13,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
1,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,15,GPS_L1,1278283746363830262,4957817.825,-22977475.196,11674710.369,612.726,1470.899,2602.643,-65606.483,-0.0,21722317.538,3.598,0.0,3.377,3.9,21656703.778,G15,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
2,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,21,GPS_L1,1278283746360569316,-20172732.389,-559577.502,17893635.76,1591.53,-1435.672,1856.097,6390.623,0.003,22699924.555,2.998,0.0,3.632,4.269,22706307.277,G21,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
3,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,29,GPS_L1,1278283746364279603,-3356856.626,-25769689.175,5349009.449,206.185,-682.636,-3135.381,-43743.328,-0.003,21587608.495,2.998,0.0,3.229,3.498,21543858.44,G29,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
4,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,27,GPS_L1,1278283746352717061,-12479489.553,12401876.093,19642924.319,-280.901,-2519.428,1434.229,-102214.287,-0.004,25053971.382,4.197,0.0,5.516,22.489,24951729.09,G27,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
5,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,10,GPS_L1,1278283746359362355,-24038767.663,-11595292.033,-378560.042,55.853,-244.402,3171.52,-118166.07,-0.003,23061762.359,5.696,0.0,4.628,5.102,22943586.559,G10,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
6,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,16,GPS_L1,1278283746358508335,-17148579.121,4950788.27,19598908.367,-2100.581,-1389.195,-1427.804,-54056.676,-0.002,23317791.114,3.298,0.0,4.406,6.16,23263723.872,G16,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
7,2020-07-08-US-MTV-1,Pixel4,1278283746436,1,20,GPS_L1,1278283746367438491,-18968854.261,-15066340.136,11072854.45,1435.121,174.25,2653.696,158098.604,0.0,20640597.697,3.598,0.0,2.652,2.846,20798690.803,G20,1278283747436,-2704331.461333735,-4281614.231464633,3864456.3514803518,-5295.740307381656
