,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,13,GPS_L1,1274120984354759468,-22909459.492,-13453342.243,-1639593.512,288.634,-131.202,-3175.625,3544.986,0.001,22858859.092,9.294,0.0,5.085,5.036,22862393.957000002,G13,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
1,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,17,GPS_L1,1274120984361619282,-4652621.371,-16909069.062,20382958.68,2302.766,943.329,1331.589,80449.865,0.003,20802338.591,2.099,0.0,2.967,2.707,20882782.781999998,G17,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
2,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,19,GPS_L1,1274120984363997449,-12629828.312,-17593605.273,15089006.585,1829.955,733.766,2338.74,-46684.708,0.001,20089382.061,3.897,0.0,2.833,2.519,20042692.001,G19,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
3,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,12,GPS_L1,1274120984347961456,-23151007.825,9085070.211,8860590.202,817.576,-854.611,2949.431,34570.76,-0.002,24896851.819,5.696,0.0,7.132,20.976,24931394.471,G12,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
4,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,24,GPS_L1,1274120984355824305,-15535776.974,2122763.244,21251795.721,-607.92,-2684.952,-138.311,-3999.486,-0.001,22539628.99,3.598,0.0,4.526,4.8,22535620.177999996,G24,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
5,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,28,GPS_L1,1274120984357404223,5716347.986,-18867260.873,18450667.664,1895.467,-1152.125,-1809.621,214505.448,0.001,22065981.489,5.096,0.0,3.971,3.698,22280479.268,G28,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
6,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,1,GPS_L1,1274120984348041207,14271497.132,-3596664.583,21874713.548,463.705,2788.956,187.219,-114934.463,-0.002,24872943.07,5.696,0.0,6.938,17.626,24757984.043,G1,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
7,2020-05-21-US-MTV-1,Pixel4,1274120984431,1,30,GPS_L1,1274120984352644986,-182045.406,-26081623.814,-4321684.268,431.282,507.754,-3075.533,-67455.551,-0.003,23492764.848,11.992,0.0,6.491,6.822,23425295.984,G30,1274120985431,-2705101.150326189,-4279285.95856114,3866481.3129382385,-177.1121306101206
0,2020-05-21-US-MTV-1,Pixel4,1274120985431,1,13,GPS_L1,1274120985354757676,-22909170.688,-13453473.36,-1642769.114,288.977,-131.031,-3175.59,3544.987,0.001,22859396.32,9.294,0.0,5.086,5.037,22862931.184,G13,1274120986431,-2705107.647407844,-4279265.97422061,3866498.7348164236,-186.84584023952127
1,2020-05-21-US-MTV-1,Pixel4,1274120985431,1,17,GPS_L1,1274120985361618431,-4650318.502,-16908125.774,20384290.058,2302.974,943.249,1331.171,80449.868,0.003,20802593.715,2.099,0.0,2.967,2.707,20883037.909,G17,1274120986431,-2705107.647407844,-4279265.97422061,3866498.7348164236,-186.84584023952127
