,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,13,GPS_L1,1274121477353831889,-22725085.711,-13498257.144,-3199623.955,460.003,-53.022,-3150.405,3545.553,0.001,23136940.28,4.197,0.0,5.539,5.586,23140474.708,G13,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
1,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,17,GPS_L1,1274121477361169795,-3493011.375,-16454511.74,20988137.952,2399.554,898.968,1122.514,80451.367,0.003,20937091.404,6.296,0.0,3.079,2.786,21017536.906,G17,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
2,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,15,GPS_L1,1274121477352008858,-26307182.641,-3373195.367,3281507.756,-364.075,-441.414,-3039.933,-68854.558,0.001,23683471.225,6.296,0.0,5.752,6.499,23614604.416,G15,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
3,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,19,GPS_L1,1274121477364111499,-11690105.725,-17230444.357,16201240.972,1981.114,737.25,2171.343,-46684.273,0.001,20055190.731,2.099,0.0,2.862,2.51,20008501.086,G19,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
4,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,2,GPS_L1,1274121477350227877,-13557789.086,-19498539.907,-11310402.67,-156.372,-1546.233,2696.791,-137783.491,-0.003,24217395.896,7.195,0.0,7.797,10.733,24079593.875000004,G2,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
5,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,6,GPS_L1,1274121477355517983,-6861100.517,-25504613.793,-2496720.568,155.262,-361.26,3200.003,-82611.482,-0.002,22631462.015,2.398,0.0,5.119,4.674,22548840.740000002,G6,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
6,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,12,GPS_L1,1274121477348903162,-22718147.343,8630771.764,10290058.03,936.298,-989.212,2847.05,34569.796,-0.002,24614535.462,3.897,0.0,6.985,15.62,24649082.653,G12,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
7,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,24,GPS_L1,1274121477356714517,-15851904.44,806915.31,21127842.938,-673.755,-2650.608,-364.253,-3999.819,-0.001,22272750.147,4.197,0.0,4.343,4.382,22268741.603000004,G24,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
8,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,28,GPS_L1,1274121477356929680,6619493.046,-19433507.859,17513847.258,1767.397,-1142.737,-1989.364,214505.77,0.001,22208245.902,4.197,0.0,4.198,3.872,22422743.601999998,G28,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
9,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,1,GPS_L1,1274121477347161678,14520851.794,-2224166.953,21909169.974,547.426,2776.134,-47.439,-114935.622,-0.002,25136619.231,5.696,0.0,7.065,24.17,25021652.373999994,G1,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
10,2020-05-21-US-MTV-1,Pixel4,1274121477431,1,30,GPS_L1,1274121477351539996,40835.457,-25787844.831,-5825266.915,474.706,683.137,-3021.541,-67456.989,-0.003,23824032.516,4.797,0.0,7.175,8.079,23756560.273,G30,1274121478431,-2710713.7738006953,-4269464.553962143,3873377.4470890714,-6315.54024328481
0,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,13,GPS_L1,1274121479353828083,-22724165.004,-13498362.896,-3205924.617,460.706,-52.73,-3150.27,3545.555,0.001,23138081.29,3.897,0.0,5.541,5.588,23141615.716,G13,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
1,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,17,GPS_L1,1274121479361167793,-3488211.904,-16452714.008,20990382.117,2399.922,898.767,1121.654,80451.373,0.003,20937691.588,4.797,0.0,3.08,2.786,21018137.095000003,G17,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
2,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,15,GPS_L1,1274121479352006183,-26307910.099,-3374077.982,3275427.762,-363.384,-441.203,-3040.07,-68854.556,0.001,23684273.169,7.195,0.0,5.754,6.501,23615406.358,G15,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
3,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,19,GPS_L1,1274121479364111742,-11686142.896,-17228969.871,16205582.954,1981.712,737.236,2170.639,-46684.271,0.001,20055117.881,1.799,0.0,2.862,2.51,20008428.237999998,G19,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
4,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,2,GPS_L1,1274121479350232244,-13558101.832,-19501631.685,-11305008.58,-156.373,-1545.54,2697.287,-137783.497,-0.003,24216086.703,6.296,0.0,7.795,10.722,24078284.689,G2,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
5,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,6,GPS_L1,1274121479355521905,-6860789.878,-25505335.542,-2490320.443,155.377,-360.487,3200.11,-82611.486,-0.002,22630286.229,2.398,0.0,5.118,4.673,22547664.951999996,G6,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
6,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,12,GPS_L1,1274121479348906946,-22716274.288,8628792.78,10295751.694,936.753,-989.768,2846.604,34569.792,-0.002,24613401.048,2.998,0.0,6.984,15.604,24647948.252,G12,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
7,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,24,GPS_L1,1274121479356717958,-15853252.211,801614.255,21127113.518,-674.012,-2650.438,-365.165,-3999.82,-0.001,22271718.561,4.197,0.0,4.342,4.381,22267710.018,G24,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
8,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,28,GPS_L1,1274121479356927642,6623027.303,-19435793.265,17509867.823,1766.865,-1142.671,-1990.074,214505.772,0.001,22208856.879,5.096,0.0,4.199,3.873,22423354.579,G28,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
9,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,1,GPS_L1,1274121479347157894,14521946.979,-2218614.783,21909074.146,547.76,2776.047,-48.39,-114935.627,-0.002,25137753.646,6.296,0.0,7.065,24.208,25022786.746,G1,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
10,2020-05-21-US-MTV-1,Pixel4,1274121479431,1,30,GPS_L1,1274121479351535437,41785.065,-25786477.861,-5831309.732,474.904,683.837,-3021.29,-67456.995,-0.003,23825399.27,4.797,0.0,7.178,8.085,23757927.012,G30,1274121480431,-2710756.5438766987,-4269434.760063579,3873382.170183248,-6326.411945889328
0,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,13,GPS_L1,1274121480353826183,-22723704.124,-13498415.552,-3209074.847,461.057,-52.583,-3150.202,3545.556,0.001,23138650.896,3.897,0.0,5.542,5.589,23142185.321000002,G13,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
1,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,17,GPS_L1,1274121480361166765,-3485811.893,-16451815.293,20991503.555,2400.106,898.666,1121.225,80451.376,0.003,20937999.775,5.096,0.0,3.08,2.786,21018445.285,G17,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
2,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,15,GPS_L1,1274121480352004850,-26308273.31,-3374519.131,3272387.661,-363.039,-441.097,-3040.138,-68854.554,0.001,23684672.793,5.696,0.0,5.754,6.502,23615805.983,G15,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
3,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,19,GPS_L1,1274121480364111862,-11684161.033,-17228232.639,16207753.417,1982.011,737.23,2170.288,-46684.27,0.001,20055081.906,1.799,0.0,2.862,2.51,20008392.264,G19,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
4,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,2,GPS_L1,1274121480350234454,-13558258.205,-19503177.055,-11302311.163,-156.373,-1545.194,2697.534,-137783.5,-0.003,24215424.161,6.296,0.0,7.794,10.717,24077622.15,G2,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
5,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,6,GPS_L1,1274121480355523868,-6860634.472,-25505695.837,-2487120.301,155.434,-360.101,3200.163,-82611.488,-0.002,22629697.737,2.398,0.0,5.117,4.672,22547076.46,G6,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
6,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,12,GPS_L1,1274121480348908846,-22715337.42,8627802.872,10298598.192,936.981,-990.046,2846.38,34569.79,-0.002,24612831.442,2.698,0.0,6.984,15.595,24647378.653,G12,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
7,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,24,GPS_L1,1274121480356719636,-15853926.289,798963.855,21126748.123,-674.141,-2650.353,-365.622,-3999.821,-0.001,22271215.509,4.197,0.0,4.342,4.38,22267206.966000002,G24,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
8,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,28,GPS_L1,1274121480356926591,6624794.032,-19436935.918,17507877.573,1766.599,-1142.637,-1990.43,214505.772,0.001,22209171.961,4.797,0.0,4.2,3.873,22423669.66,G28,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
9,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,1,GPS_L1,1274121480347155922,14522494.821,-2215838.764,21909025.518,547.927,2776.003,-48.866,-114935.629,-0.002,25138344.837,5.696,0.0,7.066,24.227,25023377.915,G1,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
10,2020-05-21-US-MTV-1,Pixel4,1274121480431,1,30,GPS_L1,1274121480351533172,42260.018,-25785793.85,-5834330.952,475.003,684.187,-3021.164,-67456.998,-0.003,23826078.3,3.897,0.0,7.179,8.088,23758606.035,G30,1274121481431,-2710777.8858429235,-4269419.982599251,3873384.7581240567,-6332.036674444884
0,2020-05-21-US-MTV-1,Pixel4,1274121481431,1,13,GPS_L1,1274121481353824307,-22723242.892,-13498468.062,-3212225.009,461.409,-52.437,-3150.134,3545.557,0.001,23139213.307,3.598,0.0,5.543,5.591,23142747.73,G13,1274121482431,-2710799.0716964817,-4269405.474225736,3873387.225304619,-6338.284545050286
