,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,13,GPS_L1,1274120403355804026,-23019914.521,-13346743.539,209095.404,92.893,-238.375,-3184.419,3544.334,0.001,22545708.481,2.998,0.0,4.613,4.533,22549243.668999996,G13,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
1,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,17,GPS_L1,1274120403362085056,-5953906.007,-17468977.963,19539676.379,2174.235,981.387,1569.655,80448.116,0.003,20662703.059,1.799,0.0,2.856,2.632,20743145.687000003,G17,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
2,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,15,GPS_L1,1274120403353311891,-25721565.6,-2829441.794,6493744.005,-721.725,-579.048,-2929.752,-68855.97,0.001,23292831.759,4.797,0.0,5.076,5.606,23223965.107,G15,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
3,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,19,GPS_L1,1274120403363759599,-13639321.088,-18014539.986,13676715.021,1643.822,712.009,2519.829,-46685.254,0.001,20160687.697,2.698,0.0,2.806,2.547,20113997.09,G19,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
4,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,6,GPS_L1,1274120403353350706,-7005933.028,-24894021.02,-5888739.012,124.819,-774.887,3103.606,-82609.188,-0.002,23281195.314,6.296,0.0,5.851,5.945,23198574.33,G6,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
5,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,24,GPS_L1,1274120403354715464,-15206372.433,3689729.88,21254440.946,-525.253,-2705.412,129.298,-3999.058,-0.001,22872051.159,8.094,0.0,4.759,5.44,22868041.902000003,G24,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
6,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,28,GPS_L1,1274120403357952502,4573286.834,-18198787.9,19437878.375,2037.587,-1145.95,-1586.83,214505.034,0.001,21901611.58,7.195,0.0,3.726,3.519,22116109.369,G28,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
7,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,1,GPS_L1,1274120403349010028,14031364.719,-5216155.119,21685779.664,362.681,2781.87,462.833,-114933.067,-0.002,24582497.841,11.992,0.0,6.706,13.497,24467544.570999995,G1,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
8,2020-05-21-US-MTV-1,Pixel4,1274120403431,1,30,GPS_L1,1274120403353914756,-421132.348,-26315117.515,-2521243.098,394.366,295.129,-3118.449,-67453.857,-0.003,23112097.379,7.195,0.0,5.778,5.776,23044631.968,G30,1274120404430,-2697112.792831717,-4291637.886562364,3858426.57222374,3087.465794606072
0,2020-05-21-US-MTV-1,Pixel4,1274120404431,1,13,GPS_L1,1274120404355802230,-23019821.464,-13346981.814,205910.989,93.223,-238.177,-3184.423,3544.335,0.001,22546246.909,2.998,0.0,4.614,4.533,22549782.097000003,G13,1274120405430,-2697125.874456838,-4291618.380485138,3858439.1385981184,3097.1382527453343
1,2020-05-21-US-MTV-1,Pixel4,1274120404431,1,17,GPS_L1,1274120404362084275,-5951731.656,-17467996.602,19541245.831,2174.469,981.336,1569.254,80448.119,0.003,20662937.197,1.799,0.0,2.856,2.633,20743379.827,G17,1274120405430,-2697125.874456838,-4291618.380485138,3858439.1385981184,3097.1382527453343
2,2020-05-21-US-MTV-1,Pixel4,1274120404431,1,15,GPS_L1,1274120404353310741,-25722287.165,-2830020.767,6490814.189,-721.407,-578.899,-2929.888,-68855.969,0.001,23293176.52,4.797,0.0,5.076,5.607,23224309.867999997,G15,1274120405430,-2697125.874456838,-4291618.380485138,3858439.1385981184,3097.1382527453343
