,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,13,GPS_L1,1274121024354684346,-22897639.334,-13458454.239,-1766589.817,302.38,-124.412,-3174.185,3545.031,0.001,22881380.101,11.992,0.0,5.12,5.076,22884914.935999997,G13,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
1,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,17,GPS_L1,1274121024361584463,-4560344.713,-16871399.767,20435887.58,2311.057,940.127,1314.852,80449.986,0.003,20812777.065,1.499,0.0,2.975,2.712,20893221.364,G17,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
2,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,15,GPS_L1,1274121024352587729,-26107149.903,-3161729.144,4650575.489,-518.349,-493.674,-3002.349,-68855.176,0.001,23509930.065,5.096,0.0,5.445,6.064,23441063.380000003,G15,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
3,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,19,GPS_L1,1274121024364009181,-12556379.477,-17564238.561,15182293.971,1842.477,734.555,2325.615,-46684.672,0.001,20085864.896,3.298,0.0,2.835,2.517,20039174.872,G19,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
4,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,2,GPS_L1,1274121024349244466,-13487803.915,-18762952.538,-12505695.598,-150.902,-1700.512,2578.381,-137782.19,-0.003,24512215.097,10.493,0.0,8.26,13.769,24374410.877999995,G2,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
5,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,6,GPS_L1,1274121024354616787,-6926388.011,-25301308.958,-3939796.899,134.828,-536.323,3168.853,-82610.517,-0.002,22901633.779,9.294,0.0,5.413,5.132,22819012.717,G6,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
6,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,12,GPS_L1,1274121024348036827,-23118102.291,9050671.297,8978413.413,827.684,-865.337,2941.701,34570.682,-0.002,24874256.161,4.197,0.0,7.122,20.421,24908799.299999997,G12,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
7,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,24,GPS_L1,1274121024355897966,-15560204.121,2015408.88,21245895.447,-613.431,-2682.739,-156.701,-3999.514,-0.001,22517545.978,3.598,0.0,4.511,4.762,22513537.191000003,G24,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
8,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,28,GPS_L1,1274121024357366123,5791963.599,-18913341.091,18377984.366,1885.311,-1151.873,-1824.537,214505.475,0.001,22077403.582,6.296,0.0,3.988,3.711,22291901.358,G28,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
9,2020-05-21-US-MTV-1,Pixel4,1274121024431,1,1,GPS_L1,1274121024347972090,14290183.051,-3485114.14,21881821.672,470.591,2788.557,168.187,-114934.558,-0.002,24893663.826,7.195,0.0,6.951,18.013,24778704.304,G1,1274121025431,-2705408.7686649645,-4278445.881812731,3867190.1722905193,-421.0147049883431
0,2020-05-21-US-MTV-1,Pixel4,1274121025431,1,17,GPS_L1,1274121025361583568,-4558033.554,-16870459.682,20437202.221,2311.263,940.046,1314.433,80449.989,0.003,20813045.379,1.799,0.0,2.975,2.713,20893489.68,G17,1274121026431,-2705417.959655966,-4278423.718329701,3867208.174496305,-425.2363875953263
