,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,5,GPS_L1,1273540550366886591,8817332.758,-12713313.832,21439394.965,2004.1,1896.925,318.255,-3801.239,-0.001,22653412.261,3.897,0.0,4.911,4.917,22649601.194000002,G5,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
1,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,13,GPS_L1,1273540550361808189,13287103.099,-22402321.544,4825647.978,-7.842,681.373,3117.985,3017.897,0.001,24175878.88,3.897,0.0,6.823,9.865,24178880.089,G13,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
2,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,15,GPS_L1,1273540550364323894,2941983.962,-26118170.343,-2223705.496,451.956,-173.869,3108.364,-69292.596,0.0,23421689.494,9.294,0.0,6.425,6.738,23352383.734999996,G15,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
3,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,21,GPS_L1,1273540550369486347,-20407705.647,-5827867.376,16579935.235,1822.526,-789.356,2088.862,-402.618,0.003,21874025.02,1.799,0.0,4.119,3.369,21873614.914,G21,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
4,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,25,GPS_L1,1273540550366314599,-16155237.97,-20906079.165,-4115792.737,509.796,187.82,-3112.487,1233.333,0.002,22824891.149,3.298,0.0,5.62,4.743,22826114.119,G25,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
5,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,29,GPS_L1,1273540550374500465,-6198590.721,-18250655.345,18218495.271,903.525,-2137.145,-1831.26,-31327.247,-0.003,20370830.26,4.797,0.0,3.141,2.598,20339497.274,G29,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
6,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,2,GPS_L1,1273540550356694159,19585995.902,-14511112.76,11115089.943,1327.604,-180.559,-2738.895,-136682.018,-0.001,25709026.504,13.79,0.0,7.034,29.023,25572308.429,G2,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
7,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,12,GPS_L1,1273540550359579372,-7731089.788,-22342230.538,-12500679.35,1118.557,1072.939,-2644.372,35332.121,-0.001,24844061.406,5.096,0.0,8.998,13.89,24879370.639,G12,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
8,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,20,GPS_L1,1273540550365947983,-22137159.828,-14565772.757,-3171471.539,-93.67,-513.303,3065.864,158202.406,0.0,22934799.861,5.696,0.0,6.207,5.309,23092990.751000002,G20,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
9,2020-05-14-US-MTV-2,Pixel4,1273540550442,1,26,GPS_L1,1273540550365804903,-17112644.823,3499104.097,20032575.166,-1754.589,-1854.213,-1150.809,61913.816,0.002,22977694.166,4.197,0.0,5.846,5.382,23039596.754,G26,1273540551442,-2694288.265469518,-4296705.976572603,3854772.559140561,9485.036371888955
0,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,5,GPS_L1,1273540551366884736,8819336.921,-12711416.953,21439712.988,2004.233,1896.839,317.792,-3801.24,-0.001,22653968.376,2.398,0.0,4.912,4.918,22650157.305999998,G5,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
1,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,13,GPS_L1,1273540551361809523,13287095.199,-22401639.988,4828765.916,-7.957,681.736,3117.881,3017.897,0.001,24175478.956,3.298,0.0,6.823,9.863,24178480.167,G13,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
2,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,15,GPS_L1,1273540551364325663,2942435.882,-26118344.03,-2220597.103,451.883,-173.507,3108.412,-69292.596,0.0,23421159.161,4.797,0.0,6.424,6.737,23351853.404,G15,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
3,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,21,GPS_L1,1273540551369487027,-20405883.024,-5828656.822,16582023.929,1822.718,-789.534,2088.524,-402.615,0.003,21873821.161,1.799,0.0,4.119,3.369,21873411.058000002,G21,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
4,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,25,GPS_L1,1273540551366312417,-16154728.035,-20905891.22,-4118905.174,510.074,188.07,-3112.401,1233.334,0.002,22825545.296,3.897,0.0,5.621,4.744,22826768.265,G25,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
5,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,29,GPS_L1,1273540551374500391,-6197687.303,-18252792.409,18216663.817,903.313,-2136.984,-1831.649,-31327.25,-0.003,20370852.445,5.096,0.0,3.141,2.598,20339519.456,G29,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
6,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,12,GPS_L1,1273540551359576924,-7729971.096,-22341157.511,-12503323.585,1118.833,1073.123,-2644.112,35332.12,-0.001,24844795.298,5.096,0.0,8.999,13.899,24880104.52,G12,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
7,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,20,GPS_L1,1273540551365950069,-22137253.362,-14566285.939,-3168405.635,-93.399,-513.061,3065.931,158202.406,0.0,22934174.494,5.696,0.0,6.206,5.308,23092365.386,G20,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
8,2020-05-14-US-MTV-2,Pixel4,1273540551442,1,26,GPS_L1,1273540551365806053,-17114399.414,3497249.983,20031424.143,-1754.587,-1854.013,-1151.234,61913.818,0.002,22977349.404,4.197,0.0,5.845,5.382,23039251.995,G26,1273540552442,-2694286.751553461,-4296704.205368247,3854775.5383424195,9496.133178122138
0,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,5,GPS_L1,1273540552366882866,8821341.218,-12709520.161,21440030.548,2004.366,1896.754,317.33,-3801.24,-0.001,22654528.988,3.598,0.0,4.912,4.918,22650717.918,G5,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
1,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,13,GPS_L1,1273540552361810812,13287087.185,-22400958.069,4831883.749,-8.072,682.098,3117.778,3017.898,0.001,24175092.524,2.698,0.0,6.822,9.86,24178093.74,G13,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
2,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,15,GPS_L1,1273540552364327458,2942887.728,-26118517.355,-2217488.661,451.809,-173.144,3108.46,-69292.596,0.0,23420621.034,5.696,0.0,6.423,6.735,23351315.28,G15,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
3,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,21,GPS_L1,1273540552369487708,-20404060.208,-5829446.446,16584112.284,1822.911,-789.712,2088.185,-402.613,0.003,21873617.002,3.598,0.0,4.118,3.369,21873206.902,G21,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
4,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,25,GPS_L1,1273540552366310260,-16154217.822,-20905703.024,-4122017.525,510.353,188.32,-3112.315,1233.336,0.002,22826191.948,3.298,0.0,5.622,4.745,22827414.916999996,G25,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
5,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,29,GPS_L1,1273540552374500370,-6196784.096,-18254929.312,18214831.973,903.101,-2136.823,-1832.038,-31327.253,-0.003,20370858.74,2.998,0.0,3.141,2.598,20339525.748,G29,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
6,2020-05-14-US-MTV-2,Pixel4,1273540552442,1,12,GPS_L1,1273540552359574465,-7728852.127,-22340084.299,-12505967.56,1119.11,1073.306,-2643.851,35332.12,-0.001,24845532.488,7.195,0.0,9.0,13.908,24880841.700000003,G12,1273540553442,-2694286.4979485283,-4296701.786319614,3854778.343372356,9499.365532126782
