,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,5,GPS_L1,1273540300367347300,8320592.699,-13190090.484,21345399.576,1969.373,1916.757,433.634,-3801.072,-0.001,22515295.178,7.195,0.0,4.836,4.695,22511484.575,G5,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
1,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,13,GPS_L1,1273540300361465577,13285335.657,-22561357.416,4043090.835,22.526,590.996,3141.763,3017.732,0.001,24278591.373,2.398,0.0,7.05,10.547,24281591.508,G13,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
2,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,15,GPS_L1,1273540300363858646,2826577.136,-26063418.323,-2999113.09,471.762,-263.963,3094.187,-69292.623,0.0,23561167.336,1.799,0.0,6.697,7.165,23491860.851,G15,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
3,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,21,GPS_L1,1273540300369319906,-20857166.589,-5636040.494,16047250.892,1772.572,-745.45,2172.187,-403.315,0.003,21923922.776,2.698,0.0,4.232,3.43,21923511.799,G21,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
4,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,25,GPS_L1,1273540300366845530,-16274062.794,-20945094.524,-3335159.182,441.106,123.848,-3131.919,1232.937,0.002,22665722.039,2.398,0.0,5.451,4.507,22666945.018,G25,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
5,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,29,GPS_L1,1273540300374507060,-6431125.294,-17711506.261,18664044.89,956.829,-2175.364,-1732.739,-31326.548,-0.003,20368853.129,1.799,0.0,3.168,2.597,20337520.816,G29,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
6,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,2,GPS_L1,1273540300357065870,19243890.92,-14465171.987,11792468.392,1409.025,-186.42,-2679.575,-136681.772,-0.001,25597590.349,10.493,0.0,7.064,23.865,25460877.648000002,G2,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
7,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,12,GPS_L1,1273540300360180826,-8002114.142,-22604575.431,-11831588.733,1049.754,1025.228,-2707.79,35332.284,-0.001,24663750.033,4.797,0.0,8.729,12.017,24699061.571000002,G12,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
8,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,20,GPS_L1,1273540300365419322,-22105351.126,-14429814.977,-3935693.326,-160.402,-574.673,3047.23,158202.294,0.0,23093288.441,2.698,0.0,6.519,5.639,23251478.577,G20,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
9,2020-05-14-US-MTV-2,Pixel4,1273540300442,1,26,GPS_L1,1273540300365526031,-16674085.696,3968836.3,20306922.229,-1753.298,-1903.32,-1043.713,61913.264,0.002,23061297.888,3.897,0.0,5.997,5.567,23123199.587999996,G26,1273540301442,-2695890.1849481384,-4293559.121826083,3857143.720079683,9259.725451115384
0,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,13,GPS_L1,1273540301361466974,13285358.119,-22560766.239,4046232.558,22.398,591.356,3141.676,3017.733,0.001,24278172.563,2.998,0.0,7.049,10.544,24281172.703,G13,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
1,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,15,GPS_L1,1273540301363860525,2827048.857,-26063682.107,-2996018.865,471.678,-263.604,3094.252,-69292.623,0.0,23560604.026,1.799,0.0,6.696,7.163,23491297.544000003,G15,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
2,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,21,GPS_L1,1273540301369320529,-20855393.913,-5636786.032,16049422.915,1772.778,-745.624,2171.859,-403.313,0.003,21923736.006,2.998,0.0,4.232,3.43,21923325.031,G21,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
3,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,25,GPS_L1,1273540301366843429,-16273621.553,-20944970.546,-3338291.059,441.377,124.109,-3131.849,1232.938,0.002,22666351.903,2.398,0.0,5.452,4.508,22667574.881,G25,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
4,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,29,GPS_L1,1273540301374507030,-6430168.573,-17713681.552,18662311.951,956.615,-2175.219,-1733.138,-31326.55,-0.003,20368862.122,1.799,0.0,3.168,2.597,20337529.807,G29,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
5,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,12,GPS_L1,1273540301360178431,-8001064.253,-22603550.106,-11834296.393,1050.028,1025.426,-2707.543,35332.284,-0.001,24664468.036,2.998,0.0,8.73,12.023,24699779.567,G12,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
6,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,20,GPS_L1,1273540301365421454,-22105511.398,-14430389.526,-3932646.048,-160.14,-574.424,3047.312,158202.294,0.0,23092649.284,2.998,0.0,6.518,5.638,23250839.422000002,G20,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
7,2020-05-14-US-MTV-2,Pixel4,1273540301442,1,26,GPS_L1,1273540301365527112,-16675839.001,3966933.074,20305878.3,-1753.31,-1903.128,-1044.144,61913.266,0.002,23060973.812,3.897,0.0,5.996,5.566,23122875.516,G26,1273540302442,-2695881.4321187986,-4293581.514619357,3857124.642413064,9281.052199669186
0,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,13,GPS_L1,1273540302361468371,13285380.453,-22560174.702,4049374.196,22.27,591.716,3141.59,3017.733,0.001,24277753.753,3.298,0.0,7.048,10.54,24280753.898,G13,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
1,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,15,GPS_L1,1273540302363862415,2827520.493,-26063945.532,-2992924.575,471.593,-263.246,3094.317,-69292.623,0.0,23560037.418,2.099,0.0,6.695,7.161,23490730.939000003,G15,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
2,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,21,GPS_L1,1273540302369321158,-20853621.03,-5637531.743,16051594.611,1772.985,-745.797,2171.531,-403.31,0.003,21923547.436,2.998,0.0,4.231,3.43,21923136.465000004,G21,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
3,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,25,GPS_L1,1273540302366841316,-16273180.042,-20944846.306,-3341422.867,441.648,124.37,-3131.779,1232.94,0.002,22666985.365,2.398,0.0,5.452,4.509,22668208.344,G25,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
4,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,29,GPS_L1,1273540302374506998,-6429212.065,-17715856.699,18660578.613,956.401,-2175.074,-1733.537,-31326.553,-0.003,20368871.716,1.799,0.0,3.168,2.597,20337539.398,G29,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
5,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,2,GPS_L1,1273540302357062846,19246708.319,-14465544.791,11787108.763,1408.379,-186.386,-2680.063,-136681.774,-0.001,25598496.922,8.094,0.0,7.064,23.9,25461784.184,G2,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
6,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,12,GPS_L1,1273540302360176036,-8000014.09,-22602524.584,-11837003.806,1050.302,1025.624,-2707.296,35332.283,-0.001,24665186.039,2.698,0.0,8.731,12.029,24700497.562000003,G12,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
7,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,20,GPS_L1,1273540302365423565,-22105671.407,-14430963.826,-3929598.688,-159.878,-574.174,3047.395,158202.295,0.0,23092016.422,2.998,0.0,6.517,5.637,23250206.563,G20,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
8,2020-05-14-US-MTV-2,Pixel4,1273540302442,1,26,GPS_L1,1273540302365528186,-16677592.319,3965030.041,20304833.939,-1753.322,-1902.935,-1044.575,61913.269,0.002,23060651.835,4.197,0.0,5.996,5.565,23122553.543,G26,1273540303442,-2695873.037096502,-4293603.660283234,3857105.7209130237,9293.38053490049
0,2020-05-14-US-MTV-2,Pixel4,1273540303442,1,13,GPS_L1,1273540303361469751,13285402.658,-22559582.804,4052515.746,22.142,592.077,3141.503,3017.734,0.001,24277340.04,3.298,0.0,7.047,10.537,24280340.19,G13,1273540304442,-2695864.7349610077,-4293625.659252361,3857086.929783963,9300.135326235388
1,2020-05-14-US-MTV-2,Pixel4,1273540303442,1,15,GPS_L1,1273540303363864305,2827992.044,-26064208.6,-2989830.22,471.508,-262.888,3094.382,-69292.622,0.0,23559470.81,2.099,0.0,6.694,7.159,23490164.334999997,G15,1273540304442,-2695864.7349610077,-4293625.659252361,3857086.929783963,9300.135326235388
