,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,5,GPS_L1,1275340564367624952,-1538675.981,-26277650.252,2474249.052,363.373,289.778,3149.358,-4192.976,-0.001,22080108.863,3.298,0.0,5.456,4.14,22075906.291,G5,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
1,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,25,GPS_L1,1275340564372477519,-14666015.018,-9516138.977,19834641.685,-136.866,-2560.155,-1288.356,2996.026,0.001,20625345.875,2.698,0.0,3.727,2.835,20628335.338999998,G25,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
2,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,29,GPS_L1,1275340564366186590,-20857815.562,-18604.253,16412763.41,1710.059,-1203.096,2163.107,-36090.643,-0.003,22511318.943,2.998,0.0,5.544,4.52,22475218.236,G29,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
3,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,31,GPS_L1,1275340564357805918,-10252943.16,11790261.244,21480158.909,-2443.083,-1225.933,-447.597,-14086.611,-0.001,25023781.201,3.598,0.0,8.333,18.642,25009667.615,G31,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
4,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,2,GPS_L1,1275340564369353785,-1422149.757,-16548368.569,21377659.015,2424.361,847.513,837.743,-139997.894,0.0,21561817.769,2.698,0.0,3.825,2.937,21421813.113,G2,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
5,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,6,GPS_L1,1275340564362867452,11091602.776,-10856435.629,21611135.445,2460.044,1173.682,-670.219,-84967.259,-0.002,23506371.482,2.698,0.0,6.393,6.247,23421391.583,G6,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
6,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,12,GPS_L1,1275340564374186976,-10479054.729,-19247023.746,14880388.394,117.784,-1925.013,-2354.161,32944.011,-0.002,20112863.559,2.099,0.0,3.464,2.531,20145801.575,G12,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
7,2020-06-04-US-MTV-1,Pixel4,1275340564441,1,24,GPS_L1,1275340564360176942,-20349959.023,-14958612.037,-8994791.128,1138.483,127.572,-2814.018,-4170.192,0.001,24312966.089,2.398,0.0,8.768,8.891,24308778.238,G24,1275340565441,-2705378.888594168,-4278504.812474163,3867145.33731163,1864.981290568331
0,2020-06-04-US-MTV-1,Pixel4,1275340565441,1,5,GPS_L1,1275340565367626420,-1538312.573,-26277360.285,2477398.387,363.441,290.152,3149.304,-4192.977,-0.001,22079668.768,3.298,0.0,5.455,4.14,22075466.196,G5,1275340566441,-2705388.6299052774,-4278481.336306602,3867164.465910354,1860.6345586558336
1,2020-06-04-US-MTV-1,Pixel4,1275340565441,1,19,GPS_L1,1275340565357467430,18433686.42,-16944916.927,8518585.221,1078.907,-371.854,-2972.012,-44835.409,0.001,25125257.351,13.79,0.0,9.662,24.003,25080388.277,G19,1275340566441,-2705388.6299052774,-4278481.336306602,3867164.465910354,1860.6345586558336
