,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,5,GPS_L1,1275340594367669027,-1527744.267,-26268788.586,2568705.598,365.413,300.995,3147.726,-4192.998,-0.001,22066895.511,3.298,0.0,5.438,4.124,22062692.950999998,G5,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
1,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,25,GPS_L1,1275340594372505373,-14670181.701,-9592864.855,19795798.6,-140.908,-2554.891,-1301.175,2996.044,0.001,20616995.456,2.398,0.0,3.722,2.829,20619984.949,G25,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
2,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,29,GPS_L1,1275340594366228787,-20806442.767,-54809.326,16477499.015,1714.779,-1210.571,2152.588,-36090.724,-0.003,22498668.601,3.897,0.0,5.528,4.501,22462567.848,G29,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
3,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,31,GPS_L1,1275340594357845221,-10326242.347,11753559.044,21466525.423,-2443.513,-1220.875,-461.298,-14086.633,-0.001,25011998.458,3.897,0.0,8.327,18.372,24997885.126,G31,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
4,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,2,GPS_L1,1275340594369319177,-1349354.176,-16522992.496,21402597.929,2428.675,844.223,824.851,-139997.892,0.0,21572192.986,2.998,0.0,3.833,2.944,21432188.317,G2,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
5,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,6,GPS_L1,1275340594362806175,11165401.619,-10821309.414,21590823.183,2459.879,1168.069,-683.932,-84967.31,-0.002,23524741.865,2.698,0.0,6.415,6.296,23439761.844,G6,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
6,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,12,GPS_L1,1275340594374176470,-10475571.334,-19304641.959,14809620.189,114.449,-1916.197,-2363.712,32943.963,-0.002,20116013.179,2.099,0.0,3.466,2.532,20148951.144,G12,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
7,2020-06-04-US-MTV-1,Pixel4,1275340594441,1,24,GPS_L1,1275340594360114721,-20315655.534,-14954756.4,-9079127.471,1148.419,129.464,-2808.409,-4170.169,0.001,24331619.475,5.096,0.0,8.809,8.987,24327431.51,G24,1275340595441,-2705663.1226770496,-4277820.031526354,3867702.659216996,1928.3593567825906
0,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,5,GPS_L1,1275340595367670521,-1527378.818,-26268487.403,2571853.301,365.482,301.369,3147.67,-4192.998,-0.001,22066447.621,3.298,0.0,5.437,4.123,22062245.063,G5,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
1,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,19,GPS_L1,1275340595357410900,18465894.532,-16956019.329,8429342.695,1068.306,-368.299,-2977.491,-44835.376,0.001,25142204.619,13.79,0.0,9.692,24.55,25097335.001,G19,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
2,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,25,GPS_L1,1275340595372506311,-14670322.677,-9595419.66,19794497.209,-141.042,-2554.715,-1301.602,2996.044,0.001,20616714.25,2.698,0.0,3.722,2.829,20619703.743,G25,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
3,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,29,GPS_L1,1275340595366230208,-20804727.907,-56020.024,16479651.429,1714.935,-1210.82,2152.236,-36090.726,-0.003,22498242.595,3.298,0.0,5.528,4.501,22462141.84,G29,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
4,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,31,GPS_L1,1275340595357846565,-10328685.87,11752338.252,21466063.896,-2443.527,-1220.706,-461.755,-14086.634,-0.001,25011595.537,4.197,0.0,8.327,18.364,24997482.212,G31,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
5,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,2,GPS_L1,1275340595369318024,-1346925.431,-16522148.33,21403422.564,2428.818,844.113,824.421,-139997.892,0.0,21572538.647,2.698,0.0,3.833,2.944,21432533.978,G2,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
6,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,6,GPS_L1,1275340595362804162,11167861.489,-10820141.442,21590139.023,2459.872,1167.882,-684.389,-84967.312,-0.002,23525345.347,2.998,0.0,6.416,6.298,23440365.321,G6,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
7,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,12,GPS_L1,1275340595374176134,-10475456.941,-19306558.007,14807256.318,114.339,-1915.902,-2364.03,32943.961,-0.002,20116113.909,2.099,0.0,3.466,2.532,20149051.872,G12,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
8,2020-06-04-US-MTV-1,Pixel4,1275340595441,1,24,GPS_L1,1275340595360112689,-20314506.952,-14954626.905,-9081935.78,1148.75,129.526,-2808.221,-4170.168,0.001,24332228.653,2.398,0.0,8.811,8.99,24328040.684,G24,1275340596441,-2705671.98977991,-4277799.0469381865,3867719.5847751545,1923.984214483551
0,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,5,GPS_L1,1275340596367672038,-1527013.301,-26268185.846,2575000.948,365.551,301.742,3147.615,-4192.999,-0.001,22065992.836,3.298,0.0,5.437,4.123,22061790.277,G5,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
1,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,19,GPS_L1,1275340596357409065,18466962.658,-16956387.568,8426365.119,1067.953,-368.18,-2977.672,-44835.375,0.001,25142754.738,6.296,0.0,9.693,24.568,25097885.102,G19,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
2,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,25,GPS_L1,1275340596372507241,-14670463.787,-9597974.288,19793195.392,-141.176,-2554.538,-1302.029,2996.045,0.001,20616435.443,2.698,0.0,3.721,2.829,20619424.938,G25,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
3,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,29,GPS_L1,1275340596366231634,-20803012.891,-57230.971,16481803.493,1715.092,-1211.069,2151.885,-36090.729,-0.003,22497815.091,3.298,0.0,5.527,4.5,22461714.335,G29,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
4,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,31,GPS_L1,1275340596357847848,-10331129.407,11751117.63,21465601.912,-2443.54,-1220.537,-462.211,-14086.635,-0.001,25011210.904,3.298,0.0,8.327,18.355,24997097.586999997,G31,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
5,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,2,GPS_L1,1275340596369316882,-1344496.544,-16521304.274,21404246.769,2428.961,844.002,823.992,-139997.891,0.0,21572881.01,2.698,0.0,3.834,2.944,21432876.341000006,G2,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
6,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,6,GPS_L1,1275340596362802128,11170321.353,-10818973.656,21589454.407,2459.866,1167.695,-684.846,-84967.314,-0.002,23525955.125,2.398,0.0,6.416,6.299,23440975.096,G6,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
7,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,12,GPS_L1,1275340596374175794,-10475342.658,-19308473.76,14804892.13,114.228,-1915.607,-2364.348,32943.96,-0.002,20116215.838,2.099,0.0,3.466,2.532,20149153.8,G12,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
8,2020-06-04-US-MTV-1,Pixel4,1275340596441,1,24,GPS_L1,1275340596360110628,-20313358.038,-14954497.348,-9084743.9,1149.081,129.588,-2808.033,-4170.167,0.001,24332846.526,2.998,0.0,8.812,8.994,24328658.553000003,G24,1275340597441,-2705680.85117353,-4277778.155769365,3867736.29665748,1914.5353199216286
0,2020-06-04-US-MTV-1,Pixel4,1275340597441,1,5,GPS_L1,1275340597367673499,-1526647.715,-26267883.916,2578148.54,365.62,302.116,3147.559,-4193.0,-0.001,22065554.839,3.598,0.0,5.436,4.122,22061352.281,G5,1275340598441,-2705689.545984815,-4277757.479566165,3867752.8879264095,1915.6611036424756
1,2020-06-04-US-MTV-1,Pixel4,1275340597441,1,19,GPS_L1,1275340597357407141,18468030.432,-16956755.687,8423387.361,1067.599,-368.06,-2977.854,-44835.374,0.001,25143331.538,13.79,0.0,9.694,24.587,25098461.882999998,G19,1275340598441,-2705689.545984815,-4277757.479566165,3867752.8879264095,1915.6611036424756
