collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-05-29-US-MTV-1,Pixel4,1274827486438,37.4165164183,-122.0800797150,37.08,219.44,1.10,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827487438,37.4165164233,-122.0800797160,37.08,220.44,1.10,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827488438,37.4165164267,-122.0800797156,37.08,221.44,1.16,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827489438,37.4165164300,-122.0800797167,37.08,222.44,1.10,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827490438,37.4165164333,-122.0800797167,37.08,223.44,1.10,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827491438,37.4165164367,-122.0800797160,37.08,224.44,1.20,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827492438,37.4165164406,-122.0800797167,37.08,225.44,1.20,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827493438,37.4165164450,-122.0800797173,37.08,226.44,1.20,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827494438,37.4165164490,-122.0800797183,37.08,227.44,1.20,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827495438,37.4165164517,-122.0800797177,37.08,228.44,1.30,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827496438,37.4165164567,-122.0800797167,37.08,229.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827497438,37.4165164600,-122.0800797167,37.08,230.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827498438,37.4165164633,-122.0800797183,37.08,231.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827499438,37.4165164667,-122.0800797183,37.08,232.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827500438,37.4165164717,-122.0800797183,37.08,233.44,1.30,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827501438,37.4165164750,-122.0800797183,37.08,234.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827502438,37.4165164783,-122.0800797183,37.08,235.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827503438,37.4165164833,-122.0800797194,37.08,236.44,1.30,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827504438,37.4165164867,-122.0800797183,37.08,237.44,1.34,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827505438,37.4165164900,-122.0800797200,37.08,238.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827506438,37.4165164933,-122.0800797194,37.08,239.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827507438,37.4165164983,-122.0800797190,37.08,240.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827508438,37.4165165017,-122.0800797200,37.08,241.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827509438,37.4165165056,-122.0800797200,37.08,242.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827510438,37.4165165100,-122.0800797210,37.08,243.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827511438,37.4165165140,-122.0800797206,37.08,244.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827512438,37.4165165177,-122.0800797200,37.08,245.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827513438,37.4165165217,-122.0800797210,37.08,246.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827514438,37.4165165267,-122.0800797217,37.08,247.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827515438,37.4165165300,-122.0800797217,37.08,248.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827516438,37.4165165340,-122.0800797217,37.08,249.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827517438,37.4165165383,-122.0800797217,37.08,250.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827518438,37.4165165417,-122.0800797217,37.08,251.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827519438,37.4165165450,-122.0800797223,37.08,252.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827520438,37.4165165500,-122.0800797233,37.08,253.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827521438,37.4165165533,-122.0800797233,37.08,254.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827522438,37.4165165567,-122.0800797233,37.08,255.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827523438,37.4165165600,-122.0800797233,37.08,256.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827524438,37.4165165650,-122.0800797244,37.08,257.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827525438,37.4165170623,-122.0800798251,37.08,258.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827526438,37.4165170754,-122.0800798456,37.08,259.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827527438,37.4165170598,-122.0800798567,37.08,260.44,1.40,0.00,0.00,97.10
2020-05-29-US-MTV-1,Pixel4,1274827528438,37.4165170191,-122.0800798773,37.08,261.44,1.40,0.00,0.00,97.10
