,0,1,2
0,37.41649247344567,-122.07996136686852,-12.730127856697557
1,37.41652343997558,-122.07996138536714,-1.6456024785823054
2,37.41660347342221,-122.07993348394086,-37.74905751966375
3,37.416627606730614,-122.07989530284141,-23.044239182588758
4,37.41675670900967,-122.07979881521574,-26.31017814335931
5,37.41678354668899,-122.08005437943646,-23.637968438068373
6,37.416593230239805,-122.08003591089097,-39.80370329537553
7,37.416498518527845,-122.0799591972571,-26.266610552107284
8,37.41641423292174,-122.07980946476827,-28.157920705387
9,37.41674021354149,-122.07997511628852,-15.994658102698738
10,37.41653192975272,-122.07983645253749,-29.159137185317356
11,37.41668734733893,-122.08002321850942,-25.106516335538053
12,37.416573758928585,-122.07990069834159,-9.636246032235508
13,37.41657620556535,-122.0799933962483,-22.70008507930135
14,37.41675666709479,-122.07991875278887,-33.57035806927949
15,37.41653956837042,-122.07993726650778,-24.975413060654848
16,37.41666960120177,-122.07989863738669,-29.235570850071607
17,37.41642415690696,-122.07982244120728,-18.071354229215828
18,37.41656518218771,-122.07983306587452,-13.15974177312343
19,37.41665126908603,-122.07985729108974,-22.17257882826353
20,37.416580957702955,-122.07992319472268,-21.155516979420344
21,37.41682509031443,-122.07992603547606,-33.00392219897507
22,37.41634047708866,-122.07993639949227,-30.767616714771886
23,37.416624490886555,-122.08004744220895,-21.66099561680625
24,37.41675269211569,-122.07982260175491,-32.47472590940758
25,37.41670052326015,-122.07988100247674,-13.340566704561676
26,37.41653732156873,-122.07997425896548,-41.52992137487346
27,37.4164100930189,-122.07981563261158,-33.02682542067229
28,37.41653541293367,-122.07977674607197,-12.439473743158816
29,37.4165829321656,-122.07992490785279,-43.823632074821674
30,37.416481053737904,-122.07988327037097,-17.288131617991475
31,37.41645119973295,-122.07989982670139,-17.15934657579049
32,37.416478808250574,-122.07990013468273,-27.741523179268405
33,37.41637888491989,-122.07984947729582,-29.176061963009158
34,37.416448982854526,-122.07984025681479,-6.117422163012335
35,37.41641532844604,-122.07999511494336,-22.930897570599484
36,37.41661334498969,-122.07994139270888,-29.406017354634095
37,37.41637317229047,-122.07986842168883,-17.5822444422165
38,37.41629522824537,-122.07980393954183,-19.288103031165445
39,37.416420972394356,-122.07977337597006,-12.326484210605564
40,37.416335323826424,-122.0798420947745,-29.81889288787946
41,37.416460443712964,-122.07980470428402,-14.805415446162497
42,37.416445607474714,-122.0799724893089,-23.31364582905171
43,37.41638956228728,-122.07984132615906,-26.721992744052308
44,37.41651464353696,-122.07997526635313,-12.752869785655811
45,37.41627766461462,-122.07996081018707,-24.72242564887513
46,37.416387611962655,-122.08006376846335,-18.60903426823981
47,37.4166121463515,-122.079962893923,-24.149816860751002
48,37.41640858387638,-122.08002481282597,-22.042333588639377
49,37.41645689085137,-122.07983432491548,-37.65743465841145
50,37.416609301365256,-122.07997159453882,-33.52689952468748
51,37.416379864256506,-122.07973670138145,-22.978655622584228
52,37.41663696717633,-122.07981837422498,-32.2350081699838
53,37.41649528372508,-122.07976594480483,-26.510694429593844
54,37.41641730344835,-122.07966101304277,-24.364782336249384
55,37.416377759894445,-122.07968379299122,-18.014327799914945
56,37.41643208369446,-122.07959348545683,-25.347187363467466
57,37.416386256590506,-122.07957127543743,-12.045904139887822
58,37.416475509783,-122.07933444423367,-17.472351067488393
59,37.41650401632429,-122.07937625395154,-32.71984165868195
60,37.41634701908554,-122.07919004341431,-18.25186149859191
61,37.41629460023413,-122.07882427993825,-16.31481485809659
62,37.416483630165,-122.0788867862987,-22.909917068964194
63,37.416295399346645,-122.07875614785786,-30.09411141220568
64,37.41654816246486,-122.07885729315939,-23.600463941866625
65,37.41657324864075,-122.07854884444937,-14.858712344606321
66,37.41621319809949,-122.0783315013531,-17.241762153806683
67,37.416235988788685,-122.07841536007885,-24.793261586240657
68,37.4163886324076,-122.07831195528856,-34.55808838580298
69,37.41625419213282,-122.07823278590612,-28.57529886607362
70,37.41626703156545,-122.07816178630377,-23.671367676422143
71,37.416346300732904,-122.07822888003366,-30.1669585832853
72,37.41610407403089,-122.07820716379953,-18.032206527079445
73,37.41628706989588,-122.07808987159092,-20.560544392426873
74,37.4163357140949,-122.0782172951348,-39.224987847713535
75,37.4160191805704,-122.07820132376787,-17.711920533651398
76,37.41587679012727,-122.07812073111755,-14.956721571475063
77,37.41580232090209,-122.07810202250748,-30.77383083728688
78,37.41569524311359,-122.07823042691876,-20.36528450692734
79,37.415674240857456,-122.07812365431121,-13.634310509867081
80,37.415448307093385,-122.07820270010265,-20.337508644612594
81,37.41544233567394,-122.07824909868954,-16.17281722317381
82,37.415190078025866,-122.07838216448188,-35.89731939830639
83,37.41501014851365,-122.07824282959844,1.3094640054044104
84,37.41495478385385,-122.07819181572631,-12.730708646488615
85,37.415004817781785,-122.07831887666117,-18.06736119473406
86,37.414677767124545,-122.0782482357588,-15.591417730962995
87,37.41449184292384,-122.07820805927817,-29.588246345096152
88,37.41432757918334,-122.07822297368959,-37.5869451990602
89,37.41429249898432,-122.07827833972227,-36.381918100407326
90,37.4140431407612,-122.07810023943196,-25.388096496174825
91,37.41425631089157,-122.0781792530898,-26.759213275823964
92,37.41413979860299,-122.07835538363629,-30.77235465505086
93,37.41405299440906,-122.07816614964267,-19.620136284847337
94,37.41386977883042,-122.07819679012394,-23.063473982443963
95,37.41375639556229,-122.07817849302943,-13.020342501332813
96,37.41381669889509,-122.07812166579149,-26.86226654270464
97,37.41368498050313,-122.07808699698467,-21.557703646377398
98,37.41369064587783,-122.0780922953988,-18.39293301522469
99,37.41380802598056,-122.07832321392327,-26.316580369501263
100,37.41397775172922,-122.07827853217333,-25.853663530757956
101,37.41373899558641,-122.07819655751445,-17.829707669373413
102,37.41398207352636,-122.07828817601865,-38.784602367085704
103,37.413819677776125,-122.07809544472097,-23.120294634991
104,37.41377357322508,-122.07811135473999,-36.58558943231494
105,37.41398373829187,-122.07822980340998,-12.418644999081883
106,37.41377375880583,-122.07811543137755,-20.38000539730317
107,37.414083974315055,-122.0782769454718,-25.96634448553734
108,37.41398634536307,-122.07830227562442,-24.610714207592064
109,37.41375902154158,-122.07820101441023,-27.118835329777514
110,37.41376944599129,-122.07811032622789,-15.28996795708792
111,37.41386498687584,-122.07811601159288,-26.77922362845767
112,37.413999491105024,-122.07828491847859,-16.45483189604514
113,37.41371227010397,-122.07802117832043,-23.2717341763631
114,37.41399858411304,-122.07829534912362,-31.557442860470967
115,37.41379330683328,-122.07802865985902,-11.149961765807088
116,37.413970324164744,-122.07827691091991,-31.880333790157014
117,37.41395214166863,-122.07819211346411,-23.95826864617488
118,37.41376646448541,-122.07807059798088,-16.80537581801575
119,37.41390291723159,-122.07837206035722,-37.395185228664594
120,37.413693997197996,-122.07804149241917,-8.411931952393186
121,37.41392514391851,-122.07813029036075,-25.147195615528275
122,37.413479700549516,-122.07813793099237,-24.72033194552162
123,37.41363547380929,-122.07816001816781,-13.372879070278852
124,37.41360248177243,-122.07834489271555,-33.26207330898106
125,37.41368849310687,-122.07813048035072,-29.367077827959683
126,37.413273840519174,-122.07829176447693,-11.950323250897371
127,37.413042032295884,-122.07829732387944,-33.42694833206008
128,37.41302090693893,-122.078303195384,-18.799620004391137
129,37.41313667498123,-122.07835303750379,-17.439517611059117
130,37.412564814961776,-122.07813601932118,-16.52090887796143
131,37.41244417444568,-122.07820705564708,-21.624916329592736
132,37.4124603165633,-122.07827808277203,-9.323228666155027
133,37.41214980939907,-122.07807386250725,-12.092130580219624
134,37.412067307649636,-122.07814434826278,-18.638493507008434
135,37.4121168784827,-122.07819434178498,-9.292270223241728
136,37.41181733094289,-122.07823586051055,-22.852778643893178
137,37.412099058725296,-122.07831260310262,-14.546248252906837
138,37.41153473016895,-122.07812055961064,2.9218004334411525
139,37.41162165862778,-122.07835479543688,-25.765130090402582
140,37.411431861004814,-122.07831910713422,-17.403435497142645
141,37.41108428104,-122.07812111923354,-7.967114437747257
142,37.41109957075339,-122.07816088003749,4.204631679062968
143,37.41104650570826,-122.0782668652891,1.2578305003230295
144,37.41114657902902,-122.0784179059561,-18.241066538315216
145,37.41079704353938,-122.07827048969244,-7.10421604867411
146,37.411160792844804,-122.07855463074343,-11.194132512560799
147,37.411096259434345,-122.0786713399516,-4.4339295779816705
148,37.41104227004965,-122.07881972646001,-17.500718993541497
149,37.41100089481978,-122.07891402521336,-13.19254970781354
150,37.41111783395117,-122.07902856197184,-15.02511406446963
151,37.41108227830685,-122.07900614737225,-15.115356653006906
152,37.41137640449388,-122.07909965994908,-17.290446848874524
153,37.41145555270718,-122.07905888409192,-26.337093432269164
154,37.41127003580098,-122.0790838269674,-14.566620043765061
155,37.41162548323106,-122.07896667339037,-24.750947512982894
156,37.4115540725516,-122.07886653241461,-11.805300045198027
157,37.41172515480066,-122.07883954713208,-29.62436150302776
158,37.41169534736415,-122.07877573153966,-18.123960824649114
159,37.411705286097146,-122.07854102627869,-6.364738865113374
160,37.41161047103315,-122.07851646101591,-17.32254043502298
161,37.41168381765619,-122.07831096682483,-10.349073702962361
162,37.411322256515525,-122.07830345328006,-14.197600599335876
163,37.41153482670526,-122.07800020315317,-18.98999227031155
164,37.41142431602535,-122.0778493212519,-3.617454405509454
165,37.411161534092045,-122.0775697436822,-14.608851106521874
166,37.41121566814514,-122.07767884852468,-20.06458650964607
167,37.41122118449813,-122.07724079814197,-12.203505045132573
168,37.41110610898837,-122.07717092096343,-33.47036502090066
169,37.41112207635913,-122.07708551622537,-20.999297451534932
170,37.41093261977122,-122.07671355639867,-6.807957159030169
171,37.410924870205285,-122.07663189269613,-35.67888441430264
172,37.41079292385402,-122.0764154907224,-16.619363012651128
173,37.4108968754646,-122.07611871958723,-8.696026627427557
174,37.410739544311966,-122.07591100056156,-23.788092232704546
175,37.41063507378333,-122.07548776417651,-15.417428301306913
176,37.41033660919582,-122.07541741163664,-20.75278917070425
177,37.41028905123356,-122.07510812892404,-12.011286287595036
178,37.41032438150658,-122.07485345374765,-21.990250070544523
179,37.41017490180341,-122.0746379002967,-7.744581814129843
