,0,1,2
0,37.41662954007376,-122.0799280664688,-17.271939258648892
1,37.41671296548144,-122.07991534001428,-7.925667393037665
2,37.416496177097905,-122.07995955162528,-34.193717894822846
3,37.41655669430693,-122.07991253110629,-20.694507647747027
4,37.416491154399246,-122.0798633324354,-17.51086723127774
5,37.41680226595168,-122.08004983161254,-24.258236507540857
6,37.416591540015645,-122.08003632152884,-39.74769667297185
7,37.416546057833635,-122.07994764757275,-27.84186412419593
8,37.416329301272214,-122.07983009912023,-25.34361697745076
9,37.416741742608586,-122.07997474480132,-16.04532437744809
10,37.41640857468916,-122.07986642190212,-25.071656224915415
11,37.41671325158467,-122.080016925091,-25.96486549238723
12,37.41662030511621,-122.07988938987683,-11.178587919707992
13,37.41664266904372,-122.07997724896082,-24.902395935659058
14,37.41657837238017,-122.07996206962319,-27.662475974821877
15,37.41654931477473,-122.07993489861316,-25.298367701168242
16,37.41654185317889,-122.07992967391235,-25.002559806592256
17,37.41641086432086,-122.07982567067373,-17.630890401691858
18,37.41651980825609,-122.07984408958163,-11.656239298260937
19,37.41653138254739,-122.07988641775194,-18.20005620915455
20,37.41657708149921,-122.07992413644983,-21.027076183361213
21,37.4166223098386,-122.07997530112779,-26.284714958187752
22,37.41641818075868,-122.07991752135257,-33.342411913150684
23,37.41673157429632,-122.08002142640316,-25.209260442102213
24,37.416477250935735,-122.07988952080782,-23.347819438180046
25,37.41663562447048,-122.07989676975,-11.19010837636287
26,37.41648637635803,-122.07998663608784,-39.84181255495688
27,37.416303946187696,-122.079841421223,-29.509532280212046
28,37.41644807380325,-122.0797979654023,-9.545411013927424
29,37.41643932160875,-122.07995979809445,-39.06498719876868
30,37.41650974057466,-122.07987630085937,-18.238695819458336
31,37.416514663584806,-122.07988440807627,-19.262280224815793
32,37.416462443285916,-122.07990411056856,-27.199255210636753
33,37.41635037706588,-122.07985640333031,-28.231422474133126
34,37.41651640000117,-122.07982387765463,-8.351354863996875
35,37.4165669699547,-122.0799582736833,-27.955674351530273
36,37.41656131313841,-122.07995403387052,-27.68190722467405
37,37.41644046534473,-122.0798520727236,-19.81207238014674
38,37.41632187451641,-122.0797974657588,-20.171060963331076
