collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-08-06-US-MTV-2,Pixel4,1280789549447,37.5252161050,-122.3533388058,199.19,449.45,1.55,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789550447,37.5252161050,-122.3533388058,199.19,450.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789551447,37.5252161050,-122.3533388058,199.19,451.45,1.65,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789552447,37.5252161050,-122.3533388058,199.19,452.45,1.55,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789553447,37.5252161050,-122.3533388058,199.19,453.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789554447,37.5252161050,-122.3533388058,199.19,454.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789555447,37.5252161050,-122.3533388058,199.19,455.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789556447,37.5252161050,-122.3533388058,199.19,456.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789557447,37.5252161050,-122.3533388058,199.19,457.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789558447,37.5252161050,-122.3533388058,199.19,458.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789559447,37.5252161050,-122.3533388058,199.19,459.45,1.65,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789560447,37.5252161050,-122.3533388067,199.19,460.45,1.55,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789561447,37.5252161050,-122.3533388067,199.19,461.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789562447,37.5252161067,-122.3533388067,199.19,462.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789563447,37.5252161067,-122.3533388058,199.19,463.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789564447,37.5252161067,-122.3533388067,199.19,464.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789565447,37.5252161067,-122.3533388067,199.19,465.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789566447,37.5252161083,-122.3533388067,199.19,466.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789567447,37.5252161092,-122.3533388058,199.19,467.45,2.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789568447,37.5252161100,-122.3533388058,199.19,468.45,1.65,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789569447,37.5252161133,-122.3533388058,199.19,469.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789570447,37.5252161158,-122.3533388067,199.19,470.45,1.55,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789571447,37.5252161200,-122.3533388058,199.19,471.45,2.15,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789572447,37.5252161267,-122.3533388067,199.19,472.45,1.85,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789573447,37.5252161358,-122.3533388075,199.20,473.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789574447,37.5252161483,-122.3533388075,199.20,474.45,1.75,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789575447,37.5252161674,-122.3533388091,199.20,475.45,1.85,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789576447,37.5252161925,-122.3533388117,199.20,476.45,1.75,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789577447,37.5252162282,-122.3533388158,199.21,477.45,1.85,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789578447,37.5252162782,-122.3533388241,199.21,478.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789579447,37.5252163457,-122.3533388383,199.21,479.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789580447,37.5252164365,-122.3533388616,199.22,480.45,13.27,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789581447,37.5252165573,-122.3533388999,199.23,481.45,28.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789582447,37.5252167094,-122.3533389448,199.23,482.45,28.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789583447,37.5252170777,-122.3533390181,199.24,483.45,28.10,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789584447,37.5252174144,-122.3533390717,199.25,484.45,28.00,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789585447,37.5252176679,-122.3533391050,199.26,485.45,27.90,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789586447,37.5252177723,-122.3533390333,199.28,486.45,16.48,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789587447,37.5252183999,-122.3533393003,199.38,487.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789588447,37.5252192983,-122.3533397399,199.60,488.45,1.85,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789589447,37.5252191804,-122.3533397094,199.60,489.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789590447,37.5252191484,-122.3533397000,199.60,490.45,1.20,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789591447,37.5252191483,-122.3533396967,199.60,491.45,1.25,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789592447,37.5252191383,-122.3533396933,199.60,492.45,1.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789593447,37.5252191383,-122.3533396933,199.60,493.45,11.78,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789594447,37.5252191400,-122.3533396933,199.60,494.45,24.70,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789595447,37.5252191400,-122.3533396933,199.60,495.45,24.75,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789596447,37.5252191400,-122.3533396950,199.60,496.45,24.80,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789597447,37.5252191408,-122.3533396950,199.60,497.45,24.80,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789598447,37.5252191417,-122.3533396950,199.60,498.45,14.77,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789599447,37.5252191417,-122.3533396950,199.60,499.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789600447,37.5252191417,-122.3533396967,199.60,500.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789601447,37.5252190784,-122.3533396434,199.59,501.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789602447,37.5252189798,-122.3533396078,199.59,502.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789603447,37.5252187241,-122.3533395077,199.57,503.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789604447,37.5252183985,-122.3533394021,199.56,504.45,2.30,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789605447,37.5252180137,-122.3533392845,199.55,505.45,2.15,0.00,0.00,138.60
2020-08-06-US-MTV-2,Pixel4,1280789606447,37.5252176170,-122.3533391540,199.53,506.45,2.10,0.00,0.02,138.60
