,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,5,GPS_L1,1275423580360036170,-2602720.56,-25329884.038,-7321422.294,396.749,-881.361,2983.304,-4210.489,-0.0,23855180.711,5.096,0.0,8.234,8.201,23850953.786999997,G5,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
1,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,17,GPS_L1,1275423580355091140,19276755.486,-14603817.029,11348598.919,1356.63,-283.757,-2777.088,82813.07,0.002,25337663.409,5.696,0.0,9.313,26.247,25420440.919,G17,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
2,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,19,GPS_L1,1275423580361462973,13353174.39,-15490010.6,16630317.952,2120.866,-464.702,-2100.419,-44706.758,0.001,23427435.932,3.298,0.0,6.719,6.862,23382715.593,G19,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
3,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,25,GPS_L1,1275423580366666596,-14993850.653,-932242.094,21658930.216,357.126,-2783.835,151.348,3084.932,0.0,21867429.003,1.799,0.0,4.712,3.949,21870505.273999996,G25,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
4,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,29,GPS_L1,1275423580359962051,-25135092.012,2590843.421,8180113.139,930.157,-505.362,2998.626,-36307.295,-0.003,23877401.028,10.493,0.0,7.275,7.808,23841078.650000002,G29,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
5,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,2,GPS_L1,1275423580370159470,-8091955.914,-19536192.376,16743215.537,1757.983,978.656,2066.357,-140152.639,-0.0,20820291.721,1.499,0.0,3.34,2.545,20680133.197,G2,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
6,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,6,GPS_L1,1275423580366919117,3689735.504,-15308651.854,21431994.483,2172.943,1610.943,782.833,-85122.754,-0.002,21791725.111,1.799,0.0,4.347,3.53,21706594.48,G6,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
7,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,12,GPS_L1,1275423580371854962,-11567316.089,-12033511.879,20462432.58,614.487,-2571.652,-1136.631,32834.901,-0.002,20311996.007,1.799,0.0,3.414,2.67,20344824.823999997,G12,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
8,2020-06-05-US-MTV-2,Pixel4,1275423580440,1,24,GPS_L1,1275423580364564003,-22294671.83,-14790598.604,438884.97,118.739,-313.908,-3096.839,-4185.518,0.001,22497770.526,5.696,0.0,5.363,4.241,22493575.404,G24,1275423581439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-136.78158779562418
0,2020-06-05-US-MTV-2,Pixel4,1275423581440,1,5,GPS_L1,1275423581360038312,-2602323.853,-25330765.226,-7318438.904,396.663,-881.011,2983.461,-4210.489,-0.0,23854538.555,5.696,0.0,8.233,8.198,23850311.635,G5,1275423582439,-2712169.168028316,-4269175.9259686265,3872722.990124266,-139.17896562572108
