,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,5,GPS_L1,1275425004362997373,-2103165.451,-26218358.521,-2945221.248,321.07,-360.039,3140.8,-4211.258,-0.001,22967434.385,2.099,0.0,6.742,5.53,22963210.855,G5,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
1,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,25,GPS_L1,1275425004368786245,-14650575.62,-4900295.545,21397234.894,124.01,-2765.77,-517.138,3085.427,0.0,21231974.219,2.099,0.0,4.175,3.297,21235052.174000002,G25,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
2,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,29,GPS_L1,1275425004362078269,-23499756.77,1674219.773,12243586.903,1350.584,-793.138,2687.898,-36311.056,-0.003,23242974.832,4.797,0.0,6.459,5.85,23206651.466999996,G29,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
3,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,2,GPS_L1,1275425004369352439,-5333309.936,-18131437.113,19322694.269,2106.457,976.672,1544.66,-140152.881,-0.0,21062233.528,2.698,0.0,3.486,2.645,20922074.516,G2,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
4,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,6,GPS_L1,1275425004364515399,6939413.965,-13113013.304,22080107.982,2373.672,1457.537,124.261,-85125.211,-0.002,22512341.639,5.696,0.0,5.175,4.338,22427206.915,G6,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
5,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,12,GPS_L1,1275425004372546767,-10876527.278,-15554902.084,18408754.77,360.447,-2351.956,-1736.822,32832.27,-0.002,20104598.085,2.398,0.0,3.391,2.539,20137424.425,G12,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
6,2020-06-05-US-MTV-2,Pixel4,1275425004440,1,24,GPS_L1,1275425004361968506,-21810313.686,-15043098.683,-3949322.919,568.356,-55.634,-3044.763,-4184.624,0.001,23275880.952,4.197,0.0,6.663,5.489,23271684.176,G24,1275425005439,-2702347.2553832685,-4293045.688552079,3853350.2618954834,246.64782413090197
0,2020-06-05-US-MTV-2,Pixel4,1275425005440,1,5,GPS_L1,1275425005362999382,-2102844.389,-26218718.372,-2942080.41,321.052,-359.662,3140.863,-4211.259,-0.001,22966832.102,2.398,0.0,6.741,5.528,22962608.574,G5,1275425006439,-2702338.5177983227,-4293065.789929547,3853335.403751764,248.52490832152571
1,2020-06-05-US-MTV-2,Pixel4,1275425005440,1,19,GPS_L1,1275425005358937533,16065505.224,-16183101.973,13293479.349,1674.764,-490.204,-2565.332,-44705.567,0.001,24184543.798,7.195,0.0,7.998,10.258,24139819.974999998,G19,1275425006439,-2702338.5177983227,-4293065.789929547,3853335.403751764,248.52490832152571
2,2020-06-05-US-MTV-2,Pixel4,1275425005440,1,25,GPS_L1,1275425005368787588,-14650451.692,-4903061.287,21396717.522,123.847,-2765.707,-517.602,3085.427,0.0,21231571.598,2.398,0.0,4.175,3.297,21234649.553000003,G25,1275425006439,-2702338.5177983227,-4293065.789929547,3853335.403751764,248.52490832152571
3,2020-06-05-US-MTV-2,Pixel4,1275425005440,1,29,GPS_L1,1275425005362079675,-23498406.054,1673426.521,12246274.674,1350.844,-793.362,2687.637,-36311.059,-0.003,23242553.324,2.998,0.0,6.459,5.849,23206229.957000002,G29,1275425006439,-2702338.5177983227,-4293065.789929547,3853335.403751764,248.52490832152571
4,2020-06-05-US-MTV-2,Pixel4,1275425005440,1,2,GPS_L1,1275425005369351656,-5331203.368,-18130460.461,19324238.733,2106.679,976.634,1544.27,-140152.881,-0.0,21062468.265,2.698,0.0,3.486,2.645,20922309.253,G2,1275425006439,-2702338.5177983227,-4293065.789929547,3853335.403751764,248.52490832152571
