collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-06-04-US-MTV-1,Pixel4,1275339493441,37.4163139607,-122.0804649160,36.82,178.44,1.40,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339494441,37.4163139597,-122.0804649160,36.82,179.44,1.34,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339495441,37.4163139597,-122.0804649160,36.82,180.44,1.80,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339496441,37.4163139590,-122.0804649160,36.82,181.44,1.66,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339497441,37.4163139597,-122.0804649167,36.82,182.44,1.74,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339498441,37.4163139590,-122.0804649167,36.82,183.44,2.30,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339499441,37.4163139597,-122.0804649160,36.82,184.44,2.00,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339500441,37.4163139597,-122.0804649167,36.82,185.44,1.90,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339501441,37.4163139590,-122.0804649160,36.82,186.44,1.56,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339502441,37.4163139597,-122.0804649167,36.82,187.44,1.34,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339503441,37.4163139597,-122.0804649167,36.82,188.44,1.80,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339504441,37.4163139590,-122.0804649167,36.82,189.44,1.66,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339505441,37.4163139597,-122.0804649160,36.82,190.44,1.54,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339506441,37.4163139590,-122.0804649167,36.82,191.44,2.10,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339507441,37.4163139590,-122.0804649167,36.82,192.44,2.10,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339508441,37.4163139590,-122.0804649160,36.82,193.44,1.76,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339509441,37.4163139580,-122.0804649160,36.82,194.44,1.40,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339510441,37.4163139580,-122.0804649167,36.82,195.44,1.30,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339511441,37.4163139583,-122.0804649167,36.82,196.44,1.20,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339512441,37.4163139580,-122.0804649167,36.82,197.44,1.20,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339513441,37.4163139580,-122.0804649167,36.82,198.44,1.44,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339514441,37.4163139590,-122.0804649167,36.82,199.44,1.60,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339515441,37.4163139590,-122.0804649160,36.82,200.44,3.60,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339516441,37.4163139580,-122.0804649167,36.81,201.44,6.50,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339517441,37.4163139590,-122.0804649160,36.81,202.44,6.50,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339518441,37.4163139590,-122.0804649160,36.81,203.44,6.50,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339519441,37.4163139597,-122.0804649160,36.81,204.44,4.20,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339520441,37.4163139590,-122.0804649150,36.81,205.44,3.60,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339521441,37.4163139597,-122.0804649160,36.81,206.44,6.50,0.00,0.00,356.40
2020-06-04-US-MTV-1,Pixel4,1275339522441,37.4163139597,-122.0804649167,36.81,207.44,4.44,0.00,0.00,356.40
