collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-07-08-US-MTV-1,Pixel4,1278282483436,37.4280484333,-122.0699186350,34.13,643.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282484436,37.4280484327,-122.0699186350,34.13,644.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282485436,37.4280484333,-122.0699186350,34.13,645.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282486436,37.4280484333,-122.0699186350,34.13,646.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282487436,37.4280484333,-122.0699186350,34.13,647.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282488436,37.4280484333,-122.0699186350,34.13,648.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282489436,37.4280484333,-122.0699186350,34.13,649.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282490436,37.4280484317,-122.0699186350,34.13,650.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282491436,37.4280484327,-122.0699186350,34.13,651.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282492436,37.4280484317,-122.0699186350,34.13,652.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282493436,37.4280484317,-122.0699186350,34.13,653.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282494436,37.4280484323,-122.0699186350,34.13,654.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282495436,37.4280484323,-122.0699186350,34.13,655.44,0.80,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282496436,37.4280484317,-122.0699186344,34.13,656.44,0.80,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282497436,37.4280484317,-122.0699186333,34.13,657.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282498436,37.4280484317,-122.0699186333,34.13,658.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282499436,37.4280484317,-122.0699186333,34.13,659.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282500436,37.4280484317,-122.0699186350,34.13,660.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282501436,37.4280484317,-122.0699186350,34.13,661.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282502436,37.4280484317,-122.0699186350,34.13,662.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282503436,37.4280484317,-122.0699186333,34.13,663.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282504436,37.4280484317,-122.0699186333,34.13,664.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282505436,37.4280484317,-122.0699186333,34.13,665.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282506436,37.4280484317,-122.0699186333,34.13,666.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282507436,37.4280484350,-122.0699186483,34.12,667.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282508436,37.4280484377,-122.0699186556,34.12,668.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282509436,37.4280484383,-122.0699186583,34.12,669.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282510436,37.4280484383,-122.0699186583,34.12,670.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282511436,37.4280484383,-122.0699186600,34.12,671.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282512436,37.4280484383,-122.0699186600,34.12,672.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282513436,37.4280484383,-122.0699186617,34.12,673.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282514436,37.4280484383,-122.0699186600,34.12,674.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282515436,37.4280484383,-122.0699186617,34.12,675.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282516436,37.4280484383,-122.0699186600,34.12,676.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282517436,37.4280484383,-122.0699186589,34.12,677.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282518436,37.4280484383,-122.0699186611,34.12,678.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282519436,37.4280484383,-122.0699186600,34.12,679.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282520436,37.4280484383,-122.0699186600,34.12,680.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282521436,37.4280484383,-122.0699186600,34.12,681.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282522436,37.4280484383,-122.0699186600,34.12,682.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282523436,37.4280484383,-122.0699186600,34.12,683.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282524436,37.4280484383,-122.0699186600,34.12,684.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282525436,37.4280484383,-122.0699186600,34.12,685.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282526436,37.4280484383,-122.0699186600,34.12,686.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282527436,37.4280484383,-122.0699186600,34.12,687.44,0.90,0.00,0.00,358.60
2020-07-08-US-MTV-1,Pixel4,1278282528436,37.4280484383,-122.0699186600,34.12,688.44,0.90,0.00,0.00,358.60
