collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-05-21-US-MTV-1,Pixel4,1274119793431,37.4243540222,-122.0918650617,33.89,461.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119794431,37.4243540239,-122.0918650617,33.89,462.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119795431,37.4243540272,-122.0918650612,33.89,463.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119796431,37.4243540537,-122.0918650434,33.89,464.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119797431,37.4243540875,-122.0918650213,33.90,465.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119798431,37.4243542164,-122.0918649274,33.87,466.43,2.90,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119799431,37.4243543286,-122.0918648391,33.83,467.43,2.70,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119800431,37.4243544486,-122.0918647336,33.79,468.43,2.50,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119801431,37.4243545564,-122.0918646291,33.75,469.43,2.07,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119802431,37.4243546581,-122.0918645297,33.72,470.43,1.30,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119803431,37.4243547399,-122.0918644247,33.68,471.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119804431,37.4243547910,-122.0918643169,33.65,472.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119805431,37.4243548200,-122.0918642169,33.62,473.43,1.20,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119806431,37.4243548233,-122.0918641152,33.59,474.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119807431,37.4243547968,-122.0918640086,33.56,475.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119808431,37.4243547750,-122.0918639478,33.55,476.43,1.50,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119809431,37.4243547450,-122.0918638988,33.54,477.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119810431,37.4243547462,-122.0918638995,33.54,478.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119811431,37.4243547450,-122.0918639000,33.54,479.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119812431,37.4243547450,-122.0918639000,33.54,480.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119813431,37.4243547450,-122.0918639000,33.54,481.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119814431,37.4243547450,-122.0918639000,33.54,482.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119815431,37.4243547450,-122.0918639000,33.54,483.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119816431,37.4243547450,-122.0918639000,33.54,484.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119817431,37.4243547467,-122.0918639000,33.54,485.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119818431,37.4243547462,-122.0918639012,33.54,486.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119819431,37.4243547450,-122.0918639000,33.54,487.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119820431,37.4243547450,-122.0918639000,33.54,488.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119821431,37.4243547450,-122.0918639000,33.54,489.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119822431,37.4243547450,-122.0918639000,33.54,490.43,3.99,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119823431,37.4243547450,-122.0918639000,33.54,491.43,4.75,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119824431,37.4243547450,-122.0918639000,33.54,492.43,1.50,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119825431,37.4243547450,-122.0918639000,33.54,493.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119826431,37.4243547450,-122.0918639000,33.54,494.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119827431,37.4243547450,-122.0918639000,33.54,495.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119828431,37.4243547450,-122.0918639000,33.54,496.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119829431,37.4243547450,-122.0918639000,33.54,497.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119830431,37.4243547450,-122.0918639000,33.54,498.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119831431,37.4243547450,-122.0918639000,33.54,499.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119832431,37.4243547467,-122.0918639000,33.54,500.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119833431,37.4243547467,-122.0918639000,33.54,501.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119834431,37.4243547467,-122.0918639000,33.54,502.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119835431,37.4243547467,-122.0918639000,33.54,503.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119836431,37.4243547467,-122.0918639000,33.54,504.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119837431,37.4243547467,-122.0918639000,33.54,505.43,1.27,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119838431,37.4243547467,-122.0918639000,33.54,506.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119839431,37.4243547467,-122.0918639005,33.54,507.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119840431,37.4243547467,-122.0918639012,33.54,508.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119841431,37.4243547467,-122.0918639005,33.54,509.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119842431,37.4243547478,-122.0918639012,33.54,510.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119843431,37.4243547483,-122.0918639005,33.54,511.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119844431,37.4243547478,-122.0918639017,33.54,512.43,1.23,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119845431,37.4243547472,-122.0918639017,33.54,513.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119846431,37.4243547483,-122.0918639017,33.54,514.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119847431,37.4243547467,-122.0918639012,33.54,515.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119848431,37.4243547483,-122.0918639012,33.54,516.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119849431,37.4243547483,-122.0918639005,33.54,517.43,1.27,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119850431,37.4243547483,-122.0918639017,33.54,518.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119851431,37.4243547483,-122.0918639017,33.54,519.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119852431,37.4243547483,-122.0918639017,33.54,520.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119853431,37.4243547483,-122.0918639005,33.54,521.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119854431,37.4243547483,-122.0918639017,33.54,522.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119855431,37.4243547483,-122.0918639012,33.54,523.43,1.20,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119856431,37.4243547483,-122.0918639017,33.54,524.43,1.27,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119857431,37.4243547483,-122.0918639017,33.54,525.43,1.10,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119858431,37.4243547483,-122.0918639017,33.54,526.43,1.20,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119859431,37.4243547483,-122.0918639017,33.54,527.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119860431,37.4243547483,-122.0918639017,33.54,528.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119861431,37.4243547483,-122.0918639017,33.54,529.43,1.40,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119862431,37.4243547483,-122.0918639012,33.54,530.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119863431,37.4243547483,-122.0918639005,33.54,531.43,1.67,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119864431,37.4243547483,-122.0918639012,33.54,532.43,1.60,0.00,0.00,76.50
2020-05-21-US-MTV-1,Pixel4,1274119865431,37.4243547483,-122.0918639005,33.54,533.43,1.90,0.00,0.00,76.50
