,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,13,GPS_L1,1275934212361948774,-18914073.334,-13198674.932,-13373198.159,1679.87,136.748,-2523.663,5247.619,0.001,25276265.35,3.897,0.0,7.255,24.235,25281481.479000002,G13,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
1,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,17,GPS_L1,1275934212371901077,5444809.493,-14189909.063,22199651.631,2685.83,373.205,-432.772,83719.622,0.003,22292639.971,3.598,0.0,3.098,3.922,22376352.573000003,G17,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
2,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,15,GPS_L1,1275934212361590312,-25421228.535,-4581747.083,-7293895.811,868.352,-355.901,-2892.428,-67437.807,0.002,25383729.554,3.298,0.0,6.519,19.784,25316265.444,G15,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
3,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,19,GPS_L1,1275934212377634812,-3353818.931,-15052501.307,21327920.012,2739.929,429.851,721.122,-43924.01,0.001,20573709.462,1.799,0.0,2.369,2.856,20529780.227,G19,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
4,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,2,GPS_L1,1275934212372395791,-13812986.536,-22659595.505,-971861.21,146.999,-314.92,3166.7,-141076.749,-0.002,22144328.445,2.099,0.0,3.395,3.927,22003244.373999998,G2,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
5,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,6,GPS_L1,1275934212376118554,-5306510.72,-24461108.361,8866553.091,673.224,915.288,2949.33,-86062.665,-0.002,21028272.175,3.897,0.0,2.576,2.981,20942203.953,G6,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
6,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,12,GPS_L1,1275934212370066551,-18504453.129,3506355.458,18427614.419,1365.731,-1966.148,1738.52,32158.136,-0.002,22842617.03,3.897,0.0,3.845,5.59,22874765.731000002,G12,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
7,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,24,GPS_L1,1275934212375750989,-18786531.699,-7619680.259,17144593.497,-914.188,-2020.909,-1841.661,-4265.005,-0.0,21138465.39,3.897,0.0,2.565,3.116,21134194.704,G24,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
8,2020-06-11-US-MTV-1,Pixel4,1275934212446,1,28,GPS_L1,1275934212368289727,11097051.888,-22802487.419,8721669.12,792.091,-670.488,-2945.296,212723.531,-0.0,23375295.464,4.197,0.0,4.52,6.169,23588008.306,G28,1275934213446,-2694520.304289137,-4296775.235888729,3854535.9981870977,791.7038107587683
0,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,13,GPS_L1,1275934213361946854,-18912393.308,-13198538.203,-13375721.677,1680.187,136.711,-2523.382,5247.62,0.001,25276840.952,4.797,0.0,7.256,24.254,25282057.062,G13,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
1,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,17,GPS_L1,1275934213371899571,5447495.306,-14189535.947,22199218.632,2685.802,373.028,-433.227,83719.625,0.003,22293091.459,3.598,0.0,3.099,3.923,22376804.062,G17,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
2,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,15,GPS_L1,1275934213361588640,-25420360.016,-4582103.012,-7296788.158,868.689,-355.958,-2892.277,-67437.805,0.002,25384230.807,3.298,0.0,6.52,19.796,25316766.686,G15,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
3,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,19,GPS_L1,1275934213377633804,-3351078.945,-15052071.532,21328640.899,2740.047,429.701,720.656,-43924.009,0.001,20574011.653,1.799,0.0,2.369,2.856,20530082.419000003,G19,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
4,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,2,GPS_L1,1275934213372397524,-13812839.449,-22659910.255,-968694.494,147.174,-314.58,3166.72,-141076.751,-0.002,22143808.905,2.099,0.0,3.395,3.926,22002724.833000004,G2,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
5,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,6,GPS_L1,1275934213376119466,-5305837.386,-24460192.926,8869502.329,673.442,915.581,2949.141,-86062.667,-0.002,21027998.764,3.298,0.0,2.576,2.981,20941930.54,G6,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
6,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,12,GPS_L1,1275934213370068179,-18503087.387,3504389.178,18429352.742,1365.749,-1966.405,1738.119,32158.134,-0.002,22842128.968,3.897,0.0,3.845,5.589,22874277.667999998,G12,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
7,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,24,GPS_L1,1275934213375751423,-18787445.885,-7621701.042,17142751.652,-914.183,-2020.654,-1842.026,-4265.005,-0.0,21138335.28,3.897,0.0,2.565,3.116,21134064.594,G24,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
8,2020-06-11-US-MTV-1,Pixel4,1275934213446,1,28,GPS_L1,1275934213368288529,11097843.844,-22803157.789,8718723.738,791.823,-670.253,-2945.476,212723.531,-0.0,23375654.616,5.096,0.0,4.521,6.17,23588367.455999997,G28,1275934214446,-2694510.4478928014,-4296793.223048482,3854523.1065034233,790.7215904211979
0,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,13,GPS_L1,1275934214361944860,-18910712.966,-13198401.512,-13378244.913,1680.504,136.673,-2523.101,5247.622,0.001,25277438.738,4.197,0.0,7.257,24.274,25282654.829000004,G13,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
1,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,17,GPS_L1,1275934214371898035,5450181.089,-14189163.008,22198785.179,2685.774,372.852,-433.681,83719.628,0.003,22293551.94,3.897,0.0,3.099,3.923,22377264.546,G17,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
2,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,15,GPS_L1,1275934214361586933,-25419491.161,-4582458.997,-7299680.355,869.026,-356.014,-2892.127,-67437.803,0.002,25384742.553,4.197,0.0,6.521,19.807,25317278.422,G15,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
3,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,19,GPS_L1,1275934214377632782,-3348338.841,-15051641.908,21329361.321,2740.166,429.55,720.189,-43924.008,0.001,20574318.041,1.799,0.0,2.37,2.856,20530388.807,G19,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
4,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,2,GPS_L1,1275934214372399262,-13812692.187,-22660224.665,-965527.758,147.349,-314.239,3166.741,-141076.753,-0.002,22143287.866,2.099,0.0,3.394,3.925,22002203.794,G2,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
5,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,6,GPS_L1,1275934214376120359,-5305163.834,-24459277.198,8872451.378,673.66,915.873,2948.952,-86062.669,-0.002,21027731.05,3.298,0.0,2.576,2.981,20941662.824,G6,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
6,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,12,GPS_L1,1275934214370069791,-18501721.627,3502422.642,18431090.663,1365.766,-1966.662,1737.717,32158.132,-0.002,22841645.703,3.897,0.0,3.845,5.588,22873794.402000003,G12,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
7,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,24,GPS_L1,1275934214375751842,-18788360.066,-7623721.57,17140909.443,-914.177,-2020.399,-1842.391,-4265.006,-0.0,21138209.667,3.897,0.0,2.565,3.116,21133938.979999997,G24,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
8,2020-06-11-US-MTV-1,Pixel4,1275934214446,1,28,GPS_L1,1275934214368287272,11098635.532,-22803827.924,8715778.176,791.555,-670.019,-2945.656,212723.531,-0.0,23376031.455,5.096,0.0,4.521,6.171,23588744.293999996,G28,1275934215446,-2694500.1403254466,-4296812.195569201,3854509.420414863,799.4934102419757
0,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,13,GPS_L1,1275934215361942848,-18909032.306,-13198264.858,-13380767.868,1680.822,136.635,-2522.819,5247.623,0.001,25278041.921,9.294,0.0,7.258,24.294,25283257.992,G13,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
1,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,17,GPS_L1,1275934215371896486,5452866.846,-14188790.245,22198351.271,2685.746,372.675,-434.135,83719.631,0.003,22294016.318,3.897,0.0,3.099,3.924,22377728.926000003,G17,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
2,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,15,GPS_L1,1275934215361585263,-25418621.968,-4582815.039,-7302572.401,869.362,-356.071,-2891.976,-67437.801,0.002,25385243.207,2.998,0.0,6.522,19.818,25317779.066,G15,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
3,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,19,GPS_L1,1275934215377631760,-3345598.619,-15051212.434,21330081.276,2740.284,429.399,719.723,-43924.008,0.001,20574624.429,1.799,0.0,2.37,2.856,20530695.195,G19,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
4,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,2,GPS_L1,1275934215372400979,-13812544.751,-22660538.735,-962361.002,147.523,-313.899,3166.761,-141076.755,-0.002,22142773.122,2.099,0.0,3.394,3.925,22001689.048,G2,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
5,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,6,GPS_L1,1275934215376121266,-5304490.064,-24458361.177,8875400.237,673.878,916.165,2948.763,-86062.671,-0.002,21027459.138,2.998,0.0,2.576,2.981,20941390.91,G6,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
6,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,12,GPS_L1,1275934215370071414,-18500355.85,3500455.849,18432828.182,1365.784,-1966.918,1737.316,32158.13,-0.002,22841159.139,3.897,0.0,3.845,5.587,22873307.836999997,G12,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
7,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,24,GPS_L1,1275934215375752268,-18789274.24,-7625741.841,17139066.869,-914.172,-2020.144,-1842.756,-4265.006,-0.0,21138081.955,3.598,0.0,2.565,3.116,21133811.267999995,G24,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
8,2020-06-11-US-MTV-1,Pixel4,1275934215446,1,28,GPS_L1,1275934215368286080,11099426.952,-22804497.825,8712832.433,791.287,-669.784,-2945.836,212723.531,-0.0,23376388.808,4.197,0.0,4.522,6.172,23589101.645,G28,1275934216446,-2694489.229299015,-4296832.12049686,3854495.082129248,802.3137366369701
0,2020-06-11-US-MTV-1,Pixel4,1275934216446,1,13,GPS_L1,1275934216361940982,-18907351.329,-13198128.242,-13383290.542,1681.139,136.598,-2522.538,5247.624,0.001,25278601.333,6.296,0.0,7.26,24.314,25283817.383,G13,1275934217446,-2694477.6942800866,-4296853.088309138,3854480.1373456554,806.7659977852736
1,2020-06-11-US-MTV-1,Pixel4,1275934216446,1,17,GPS_L1,1275934216371894956,5455552.573,-14188417.66,22197916.909,2685.718,372.498,-434.59,83719.634,0.003,22294475.001,3.897,0.0,3.1,3.924,22378187.610999998,G17,1275934217446,-2694477.6942800866,-4296853.088309138,3854480.1373456554,806.7659977852736
2,2020-06-11-US-MTV-1,Pixel4,1275934216446,1,15,GPS_L1,1275934216361583536,-25417752.439,-4583171.138,-7305464.298,869.699,-356.128,-2891.826,-67437.799,0.002,25385760.948,6.296,0.0,6.523,19.83,25318296.796000004,G15,1275934217446,-2694477.6942800866,-4296853.088309138,3854480.1373456554,806.7659977852736
3,2020-06-11-US-MTV-1,Pixel4,1275934216446,1,19,GPS_L1,1275934216377630734,-3342858.279,-15050783.111,21330800.764,2740.401,429.249,719.257,-43924.007,0.001,20574932.016,1.799,0.0,2.37,2.856,20531002.783,G19,1275934217446,-2694477.6942800866,-4296853.088309138,3854480.1373456554,806.7659977852736
