collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-06-05-US-MTV-2,Pixel4,1275423490440,37.6267528017,-122.4274289257,73.16,60.44,2.00,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423491440,37.6267528017,-122.4274289257,73.16,61.44,1.94,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423492440,37.6267528017,-122.4274289267,73.16,62.44,2.06,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423493440,37.6267528017,-122.4274289267,73.16,63.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423494440,37.6267528017,-122.4274289257,73.16,64.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423495440,37.6267528017,-122.4274289267,73.16,65.44,2.00,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423496440,37.6267528017,-122.4274289267,73.16,66.44,2.06,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423497440,37.6267528007,-122.4274289267,73.16,67.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423498440,37.6267528000,-122.4274289267,73.16,68.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423499440,37.6267528000,-122.4274289267,73.16,69.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423500440,37.6267528000,-122.4274289267,73.16,70.44,2.00,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423501440,37.6267528000,-122.4274289267,73.16,71.44,2.20,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423502440,37.6267528000,-122.4274289267,73.16,72.44,2.20,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423503440,37.6267528000,-122.4274289273,73.16,73.44,2.20,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423504440,37.6267528000,-122.4274289277,73.16,74.44,2.00,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423505440,37.6267528000,-122.4274289267,73.16,75.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423506440,37.6267528000,-122.4274289273,73.16,76.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423507440,37.6267528000,-122.4274289277,73.16,77.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423508440,37.6267528000,-122.4274289277,73.16,78.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423509440,37.6267527993,-122.4274289267,73.16,79.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423510440,37.6267527993,-122.4274289257,73.16,80.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423511440,37.6267527983,-122.4274289250,73.16,81.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423512440,37.6267527983,-122.4274289250,73.16,82.44,1.76,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423513440,37.6267527990,-122.4274289250,73.16,83.44,1.60,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423514440,37.6267527990,-122.4274289250,73.16,84.44,1.60,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423515440,37.6267527990,-122.4274289250,73.16,85.44,1.60,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423516440,37.6267527983,-122.4274289250,73.16,86.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423517440,37.6267528000,-122.4274289250,73.16,87.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423518440,37.6267528000,-122.4274289260,73.16,88.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423519440,37.6267527993,-122.4274289240,73.16,89.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423520440,37.6267528000,-122.4274289250,73.16,90.44,1.76,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423521440,37.6267528000,-122.4274289250,73.16,91.44,1.60,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423522440,37.6267528000,-122.4274289260,73.16,92.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423523440,37.6267528000,-122.4274289267,73.16,93.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423524440,37.6267528000,-122.4274289257,73.16,94.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423525440,37.6267528007,-122.4274289257,73.16,95.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423526440,37.6267528007,-122.4274289267,73.16,96.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423527440,37.6267528010,-122.4274289267,73.16,97.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423528440,37.6267528007,-122.4274289267,73.16,98.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423529440,37.6267528007,-122.4274289267,73.16,99.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423530440,37.6267528000,-122.4274289267,73.16,100.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423531440,37.6267528007,-122.4274289267,73.16,101.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423532440,37.6267528017,-122.4274289267,73.16,102.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423533440,37.6267528017,-122.4274289267,73.16,103.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423534440,37.6267528010,-122.4274289267,73.16,104.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423535440,37.6267528007,-122.4274289267,73.16,105.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423536440,37.6267528000,-122.4274289267,73.16,106.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423537440,37.6267528000,-122.4274289267,73.16,107.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423538440,37.6267528007,-122.4274289267,73.16,108.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423539440,37.6267528007,-122.4274289267,73.16,109.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423540440,37.6267528007,-122.4274289267,73.16,110.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423541440,37.6267528000,-122.4274289267,73.16,111.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423542440,37.6267528000,-122.4274289267,73.16,112.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423543440,37.6267528007,-122.4274289267,73.16,113.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423544440,37.6267528000,-122.4274289267,73.16,114.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423545440,37.6267528000,-122.4274289267,73.16,115.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423546440,37.6267528000,-122.4274289260,73.16,116.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423547440,37.6267528000,-122.4274289250,73.16,117.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423548440,37.6267528000,-122.4274289250,73.16,118.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423549440,37.6267528000,-122.4274289250,73.16,119.44,1.60,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423550440,37.6267528000,-122.4274289250,73.16,120.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423551440,37.6267528017,-122.4274289267,73.16,121.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423552440,37.6267528000,-122.4274289260,73.16,122.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423553440,37.6267528000,-122.4274289250,73.16,123.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423554440,37.6267528007,-122.4274289260,73.16,124.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423555440,37.6267528000,-122.4274289250,73.16,125.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423556440,37.6267528007,-122.4274289250,73.16,126.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423557440,37.6267528007,-122.4274289257,73.16,127.44,1.80,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423558440,37.6267528007,-122.4274289267,73.16,128.44,1.76,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423559440,37.6267528007,-122.4274289267,73.16,129.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423560440,37.6267528000,-122.4274289267,73.16,130.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423561440,37.6267528010,-122.4274289267,73.16,131.44,1.70,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423562440,37.6267528000,-122.4274289267,73.16,132.44,1.74,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423563440,37.6267528000,-122.4274289267,73.16,133.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423564440,37.6267528000,-122.4274289267,73.16,134.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423565440,37.6267528000,-122.4274289267,73.16,135.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423566440,37.6267528000,-122.4274289267,73.16,136.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423567440,37.6267528000,-122.4274289267,73.16,137.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423568440,37.6267528000,-122.4274289267,73.16,138.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423569440,37.6267528000,-122.4274289267,73.16,139.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423570440,37.6267528000,-122.4274289267,73.16,140.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423571440,37.6267528000,-122.4274289267,73.16,141.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423572440,37.6267528000,-122.4274289267,73.16,142.44,1.90,0.00,0.00,67.80
2020-06-05-US-MTV-2,Pixel4,1275423573440,37.6267528000,-122.4274289267,73.16,143.44,1.90,0.00,0.00,67.80
