,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,8,GPS_L1,1280790221369061544,-15197341.83,4361614.294,21390760.136,-1626.37,-2163.802,-689.378,-13073.931,-0.0,23222613.026,3.897,0.0,4.801,5.644,23209528.65,G8,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
1,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,10,GPS_L1,1280790221377381182,-12837748.609,-12262666.654,19918835.946,2470.091,-403.027,1325.812,-126104.873,-0.003,20728448.3,3.598,0.0,2.697,2.627,20602338.103,G10,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
2,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,15,GPS_L1,1280790221364683933,14916810.524,-6677269.239,20662560.099,1802.818,2018.314,-601.749,-63670.041,-0.0,24534987.788,2.398,0.0,5.613,13.443,24471298.690999996,G15,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
3,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,20,GPS_L1,1280790221377069526,-317507.492,-16006875.505,21090224.926,2636.554,-625.883,-457.115,158029.601,-0.0,20821880.418,4.797,0.0,2.963,2.994,20979904.062000003,G20,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
4,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,21,GPS_L1,1280790221375344112,-12695056.067,-10388079.615,21704359.367,882.968,-2421.928,-636.113,9795.395,0.004,21339146.523,3.598,0.0,2.793,2.755,21348936.369999997,G21,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
5,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,18,GPS_L1,1280790221373162877,4258266.103,-24575686.16,9064838.819,704.37,-947.108,-2897.561,79189.734,0.002,21993064.325,2.698,0.0,3.87,3.937,22072246.252,G18,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
6,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,24,GPS_L1,1280790221366983173,14697370.326,-19362545.735,10044470.272,-108.309,1363.733,2769.684,-5029.33,-0.001,23845692.977,3.598,0.0,5.762,8.916,23840648.969000004,G24,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
7,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,27,GPS_L1,1280790221375217611,-19465793.094,-7244298.699,16600521.65,-1168.666,-1772.073,-2092.554,-109370.427,-0.003,21377070.568,5.096,0.0,3.193,3.127,21267693.821,G27,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
8,2020-08-06-US-MTV-2,Pixel4,1280790221447,1,32,GPS_L1,1280790221373060815,-16678038.05,-20753268.174,-940302.548,144.955,-273.298,3154.279,98576.262,0.002,22023661.743,2.099,0.0,4.066,3.886,22122230.053,G32,1280790222446,-2703230.456799679,-4292044.458617696,3853832.959765211,3209.480881198813
0,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,8,GPS_L1,1280790222369062914,-15198968.239,4359450.574,21390070.531,-1626.445,-2163.634,-689.831,-13073.932,-0.0,23222202.31,3.897,0.0,4.801,5.643,23209117.934,G8,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
1,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,10,GPS_L1,1280790222377381225,-12835278.447,-12263069.765,19920161.548,2470.234,-403.195,1325.394,-126104.876,-0.003,20728435.409,3.298,0.0,2.697,2.627,20602325.209000003,G10,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
2,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,15,GPS_L1,1280790222364681653,14918613.363,-6675251.007,20661958.127,1802.867,2018.161,-602.199,-63670.041,-0.0,24535671.314,2.099,0.0,5.613,13.45,24471982.209999997,G15,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
3,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,20,GPS_L1,1280790222377068613,-314870.984,-16007501.451,21089767.585,2636.467,-626.009,-457.568,158029.601,-0.0,20822154.129,4.797,0.0,2.963,2.994,20980177.773000002,G20,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
4,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,21,GPS_L1,1280790222375344906,-12694173.184,-10390501.534,21703723.039,882.798,-2421.906,-636.542,9795.398,0.004,21338908.487,3.298,0.0,2.793,2.755,21348698.336999997,G21,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
5,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,18,GPS_L1,1280790222373161615,4258970.369,-24576633.121,9061941.165,704.164,-946.817,-2897.754,79189.736,0.002,21993442.663,2.398,0.0,3.871,3.937,22072624.591000002,G18,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
6,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,24,GPS_L1,1280790222366983997,14697261.994,-19361181.832,10047239.848,-108.354,1364.07,2769.464,-5029.331,-0.001,23845445.948,3.897,0.0,5.761,8.915,23840401.941,G24,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
7,2020-08-06-US-MTV-2,Pixel4,1280790222447,1,27,GPS_L1,1280790222375217831,-19466961.735,-7246070.628,16598428.919,-1168.616,-1771.787,-2092.906,-109370.43,-0.003,21377004.614,4.797,0.0,3.193,3.127,21267627.864,G27,1280790223446,-2703203.9959071865,-4292070.250959981,3853820.443601105,3214.7254408987105
