,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,8,GPS_L1,1280790281369145032,-15295056.655,4232090.075,21348582.505,-1630.756,-2153.639,-716.531,-13073.947,-0.0,23197583.953,8.094,0.0,4.776,5.586,23184499.644,G8,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
1,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,10,GPS_L1,1280790281377383541,-12689289.257,-12287151.52,19997631.261,2478.515,-413.143,1300.683,-126105.032,-0.003,20727741.09,3.598,0.0,2.695,2.627,20601630.735999998,G10,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
2,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,15,GPS_L1,1280790281364546755,15025064.92,-6556447.373,20625645.012,1805.639,2009.067,-628.748,-63670.043,-0.0,24576112.717,4.197,0.0,5.628,13.907,24512423.139,G15,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
3,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,20,GPS_L1,1280790281377015110,-159471.711,-16044654.477,21061983.287,2631.275,-633.402,-484.268,158029.581,-0.0,20838193.925,10.493,0.0,2.972,3.006,20996217.528,G20,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
4,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,21,GPS_L1,1280790281375391654,-12642383.416,-10533354.402,21665419.692,872.782,-2420.526,-661.867,9795.614,0.004,21324893.79,8.094,0.0,2.785,2.747,21334683.871999998,G21,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
5,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,18,GPS_L1,1280790281373085919,4300158.008,-24631987.572,8890639.537,692.048,-929.582,-2909.052,79189.882,0.002,22016135.753,2.099,0.0,3.891,3.964,22095317.779999997,G18,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
6,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,24,GPS_L1,1280790281367031989,14690792.723,-19280115.669,10210253.12,-110.913,1383.924,2756.37,-5029.399,-0.001,23831058.308,2.398,0.0,5.735,8.841,23826014.333,G24,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
7,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,27,GPS_L1,1280790281375230091,-19535819.585,-7350108.396,16474336.331,-1165.514,-1754.906,-2113.594,-109370.588,-0.003,21373329.158,2.099,0.0,3.189,3.123,21263952.258,G27,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
8,2020-08-06-US-MTV-2,Pixel4,1280790281447,1,32,GPS_L1,1280790281373177003,-16668937.683,-20769116.229,-751012.174,158.414,-254.988,3155.348,98576.383,0.002,21988829.456,1.799,0.0,4.026,3.846,22087397.967,G32,1280790282446,-2702135.3924836633,-4293630.222341942,3852874.5984271313,3252.285259811881
0,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,8,GPS_L1,1280790282369146396,-15296687.449,4229936.518,21347865.747,-1630.828,-2153.468,-716.983,-13073.947,-0.0,23197175.036,7.195,0.0,4.776,5.585,23184090.727999996,G8,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
1,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,10,GPS_L1,1280790282377383571,-12686810.672,-12287564.748,19998931.734,2478.654,-413.312,1300.263,-126105.035,-0.003,20727732.096,3.298,0.0,2.695,2.627,20601621.739,G10,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
2,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,15,GPS_L1,1280790282364544481,15026870.578,-6554438.388,20625016.041,1805.685,2008.912,-629.197,-63670.043,-0.0,24576794.446,3.897,0.0,5.628,13.915,24513104.86,G15,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
3,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,20,GPS_L1,1280790282377014129,-156840.484,-16045287.942,21061498.793,2631.185,-633.527,-484.72,158029.58,-0.0,20838488.021,8.094,0.0,2.972,3.006,20996511.623,G20,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
4,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,21,GPS_L1,1280790282375392458,-12641510.72,-10535774.917,21664757.61,872.612,-2420.5,-662.296,9795.618,0.004,21324652.756,6.296,0.0,2.785,2.747,21334442.842,G21,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
5,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,18,GPS_L1,1280790282373084626,4300849.953,-24632917.006,8887730.394,691.844,-929.289,-2909.241,79189.885,0.002,22016523.384,2.099,0.0,3.891,3.964,22095705.414,G18,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
6,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,24,GPS_L1,1280790282367032784,14690681.788,-19278731.576,10213009.381,-110.955,1384.26,2756.146,-5029.401,-0.001,23830819.973,2.998,0.0,5.735,8.839,23825775.998,G24,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
7,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,27,GPS_L1,1280790282375230321,-19536985.073,-7351863.158,16472222.561,-1165.46,-1754.619,-2113.943,-109370.591,-0.003,21373260.206,2.398,0.0,3.189,3.122,21263883.304,G27,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
8,2020-08-06-US-MTV-2,Pixel4,1280790282447,1,32,GPS_L1,1280790282373178972,-16668779.155,-20769371.065,-747856.811,158.64,-254.684,3155.364,98576.385,0.002,21988239.165,1.799,0.0,4.026,3.845,22086807.679,G32,1280790283446,-2702126.1146381386,-4293655.2013520915,3852854.086395033,3245.211241893378
0,2020-08-06-US-MTV-2,Pixel4,1280790283447,1,8,GPS_L1,1280790283369147826,-15298318.315,4227783.132,21347148.536,-1630.899,-2153.298,-717.435,-13073.948,-0.0,23196746.333,7.195,0.0,4.775,5.584,23183662.026000004,G8,1280790284446,-2702116.716603593,-4293680.472260309,3852833.4828559677,3233.023135110586
1,2020-08-06-US-MTV-2,Pixel4,1280790283447,1,10,GPS_L1,1280790283377383624,-12684331.949,-12287978.145,20000231.786,2478.792,-413.481,1299.843,-126105.037,-0.003,20727716.207,3.598,0.0,2.695,2.627,20601605.847999997,G10,1280790284446,-2702116.716603593,-4293680.472260309,3852833.4828559677,3233.023135110586
