,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,5,GPS_L1,1274132814357749333,-2079158.489,-26257168.043,-2567900.289,320.34,-315.052,3147.068,-3925.617,-0.001,22882530.187,4.797,0.0,6.761,5.37,22878592.439,G5,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
1,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,19,GPS_L1,1274132814353181412,16323180.229,-16235073.603,12925757.3,1626.7,-485.694,-2605.965,-46676.482,0.001,24251958.452,3.897,0.0,8.142,10.742,24205263.086,G19,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
2,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,25,GPS_L1,1274132814363500733,-14630163.253,-5283808.468,21319316.281,103.559,-2757.226,-579.721,1787.68,0.0,21158303.844,2.398,0.0,4.257,3.237,21160084.03,G25,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
3,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,29,GPS_L1,1274132814356612973,-23403577.734,1737392.281,12415790.474,1363.264,-813.765,2671.628,-32896.067,-0.003,23223202.345,1.799,0.0,6.745,5.828,23190293.704999994,G29,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
4,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,2,GPS_L1,1274132814363751928,-4967833.103,-17992587.276,19556041.719,2138.405,974.243,1483.485,-137798.326,-0.0,21082997.478,1.799,0.0,3.593,2.655,20945192.904,G2,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
5,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,6,GPS_L1,1274132814359047181,6951216.748,-13103733.758,22082913.564,2387.185,1435.609,105.124,-82633.594,-0.002,22493445.145,7.195,0.0,5.271,4.32,22410801.959999997,G6,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
6,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,12,GPS_L1,1274132814367106706,-10812443.704,-15897318.473,18158020.999,339.206,-2322.627,-1792.655,34546.672,-0.002,20077260.335,1.799,0.0,3.483,2.523,20111801.001000002,G12,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
7,2020-05-21-US-MTV-2,Pixel4,1274132814434,1,24,GPS_L1,1274132814356244288,-21764481.489,-15020023.55,-4282349.95,604.063,-39.798,-3036.084,-3998.869,0.001,23333731.327,7.195,0.0,7.037,5.626,23329719.795,G24,1274132815434,-2695902.360065379,-4293527.243533219,3857170.7450324274,-13814.238978785039
0,2020-05-21-US-MTV-2,Pixel4,1274132815434,1,5,GPS_L1,1274132815357751325,-2078838.155,-26257482.906,-2564753.186,320.327,-314.674,3147.124,-3925.618,-0.001,22881933.001,5.096,0.0,6.76,5.369,22877995.253999997,G5,1274132816434,-2695894.250251111,-4293547.494892486,3857153.8192879907,-13822.882925218546
1,2020-05-21-US-MTV-2,Pixel4,1274132815434,1,19,GPS_L1,1274132815353179668,16324806.756,-16235559.282,12923151.2,1626.362,-485.666,-2606.245,-46676.481,0.001,24252481.29,6.296,0.0,8.143,10.746,24205785.92,G19,1274132816434,-2695894.250251111,-4293547.494892486,3857153.8192879907,-13822.882925218546
