,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,5,GPS_L1,1274132944358011429,-2037599.718,-26294924.59,-2158338.529,319.166,-265.798,3153.678,-3925.692,-0.001,22803955.783,3.598,0.0,6.634,5.222,22800018.235,G5,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
1,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,19,GPS_L1,1274132944352956231,16531790.982,-16297956.36,12584637.638,1582.644,-481.576,-2641.876,-46676.36,0.001,24319466.017,3.298,0.0,8.251,11.257,24272770.149000004,G19,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
2,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,25,GPS_L1,1274132944363673514,-14618072.698,-5641620.241,21240050.99,82.475,-2747.371,-639.701,1787.723,0.0,21106505.403,2.698,0.0,4.212,3.195,21108285.719,G25,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
3,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,29,GPS_L1,1274132944356801757,-23224215.636,1629679.18,12760846.809,1395.993,-843.422,2636.764,-32896.413,-0.003,23166606.325,2.099,0.0,6.662,5.702,23133697.548,G29,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
4,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,2,GPS_L1,1274132944363649719,-4688030.704,-17866329.99,19745550.351,2166.139,968.047,1431.957,-137798.336,-0.0,21113638.965,1.799,0.0,3.61,2.671,20975834.348,G2,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
5,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,6,GPS_L1,1274132944358812336,7262366.97,-12918305.382,22092628.277,2399.584,1417.039,44.33,-82633.83,-0.002,22563849.905,6.296,0.0,5.353,4.419,22481206.303000003,G6,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
6,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,12,GPS_L1,1274132944367138875,-10769717.345,-16197475.509,17921683.248,318.194,-2295.004,-1843.195,34546.443,-0.002,20067616.311,1.499,0.0,3.482,2.517,20102156.755,G12,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
7,2020-05-21-US-MTV-2,Pixel4,1274132944434,1,24,GPS_L1,1274132944355999397,-21683163.047,-15024002.518,-4676266.674,647.019,-21.553,-3024.008,-3998.775,0.001,23407147.802,3.897,0.0,7.175,5.792,23403136.060000002,G24,1274132945434,-2694896.3445641855,-4296040.983589649,3855085.3063238882,-15393.021270347923
0,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,5,GPS_L1,1274132945358013456,-2037280.554,-26295190.198,-2155184.821,319.16,-265.418,3153.725,-3925.692,-0.001,22803348.104,3.897,0.0,6.633,5.221,22799410.557999995,G5,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
1,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,19,GPS_L1,1274132945352954541,16533373.453,-16298437.918,12581995.631,1582.304,-481.541,-2642.149,-46676.359,0.001,24319972.666,3.598,0.0,8.252,11.261,24273276.794,G19,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
2,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,25,GPS_L1,1274132945363674840,-14617990.304,-5644367.576,21239411.057,82.314,-2747.291,-640.162,1787.723,0.0,21106107.879,2.698,0.0,4.211,3.194,21107888.197000004,G25,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
3,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,29,GPS_L1,1274132945356803222,-23222819.517,1628835.641,12763483.442,1396.241,-843.652,2636.493,-32896.416,-0.003,23166167.129,1.799,0.0,6.661,5.701,23133258.351,G29,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
4,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,2,GPS_L1,1274132945363648935,-4685864.461,-17865361.969,19746982.107,2166.35,967.996,1431.558,-137798.336,-0.0,21113874.002,1.799,0.0,3.61,2.671,20976069.385,G2,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
5,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,6,GPS_L1,1274132945358810525,7264766.596,-12916888.419,22092672.373,2399.676,1416.893,43.863,-82633.832,-0.002,22564392.829,5.696,0.0,5.353,4.42,22481749.224,G6,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
6,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,12,GPS_L1,1274132945367139126,-10769399.231,-16199770.405,17919839.86,318.034,-2294.787,-1843.581,34546.441,-0.002,20067541.064,1.799,0.0,3.482,2.517,20102081.505999997,G12,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
7,2020-05-21-US-MTV-2,Pixel4,1274132945434,1,24,GPS_L1,1274132945355997538,-21682515.863,-15024024.002,-4679290.628,647.35,-21.416,-3023.911,-3998.775,0.001,23407705.116,3.897,0.0,7.176,5.794,23403693.371000003,G24,1274132946434,-2694888.005543172,-4296061.94779681,3855068.006008102,-15413.315066925656
0,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,5,GPS_L1,1274132946358015492,-2036961.396,-26295455.427,-2152031.067,319.155,-265.039,3153.771,-3925.693,-0.001,22802737.726,4.197,0.0,6.632,5.22,22798800.181,G5,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
1,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,19,GPS_L1,1274132946352952829,16534955.585,-16298919.44,12579353.35,1581.964,-481.506,-2642.421,-46676.358,0.001,24320485.911,3.598,0.0,8.253,11.265,24273790.035,G19,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
2,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,25,GPS_L1,1274132946363676184,-14617908.071,-5647114.83,21238770.664,82.152,-2747.211,-640.622,1787.723,0.0,21105704.958,2.698,0.0,4.211,3.194,21107485.276000004,G25,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
3,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,29,GPS_L1,1274132946356804689,-23221423.149,1627991.873,12766119.802,1396.489,-843.882,2636.221,-32896.419,-0.003,23165727.334,1.799,0.0,6.661,5.7,23132818.554,G29,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
4,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,2,GPS_L1,1274132946363648155,-4683698.007,-17864394.0,19748413.465,2166.56,967.945,1431.16,-137798.336,-0.0,21114107.84,1.799,0.0,3.611,2.671,20976303.222,G2,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
5,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,6,GPS_L1,1274132946358808722,7267166.314,-12915471.601,22092716.001,2399.767,1416.748,43.395,-82633.834,-0.002,22564933.355,5.696,0.0,5.354,4.421,22482289.746000003,G6,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
6,2020-05-21-US-MTV-2,Pixel4,1274132946434,1,12,GPS_L1,1274132946367139382,-10769081.277,-16202065.084,17917996.085,317.874,-2294.571,-1843.967,34546.44,-0.002,20067464.317,1.799,0.0,3.482,2.517,20102004.758,G12,1274132947434,-2694879.550956526,-4296083.130210928,3855050.6429127394,-15437.890512908294
