,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,5,GPS_L1,1274131684355372356,-2460901.285,-25662417.429,-6072695.5,365.698,-734.285,3041.95,-3925.02,-0.0,23595129.965,3.598,0.0,8.004,7.184,23591189.757,G5,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
1,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,19,GPS_L1,1274131684355122428,14275589.584,-15681611.768,15678364.57,1991.16,-482.374,-2254.464,-46677.472,0.001,23670056.494,5.696,0.0,7.225,7.653,23623364.143999998,G19,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
2,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,25,GPS_L1,1274131684361852728,-14852081.343,-2139192.496,21676573.217,289.348,-2793.677,-50.856,1787.383,0.0,21652363.314,3.897,0.0,4.72,3.698,21654142.279000003,G25,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
3,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,29,GPS_L1,1274131684354930145,-24768500.461,2518877.657,9242069.663,1041.939,-575.881,2932.805,-32893.075,-0.003,23727701.487,4.797,0.0,7.514,7.239,23694793.659,G29,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
4,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,2,GPS_L1,1274131684364441506,-7237796.92,-19110171.536,17635190.411,1872.231,992.994,1909.27,-137798.146,-0.0,20876267.194,1.499,0.0,3.494,2.557,20738462.996999998,G2,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
5,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,6,GPS_L1,1274131684360938035,4330527.174,-14805951.352,21666776.013,2239.751,1567.999,629.794,-82631.535,-0.002,21926581.377,2.698,0.0,4.641,3.65,21843941.551000003,G6,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
6,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,12,GPS_L1,1274131684366615389,-11304986.878,-13154583.359,19924855.999,536.276,-2518.129,-1327.05,34548.728,-0.002,20224553.466,2.398,0.0,3.523,2.609,20259096.062,G12,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
7,2020-05-21-US-MTV-2,Pixel4,1274131684434,1,24,GPS_L1,1274131684358315551,-22239914.18,-14872168.706,-810097.908,241.087,-231.588,-3095.946,-3999.635,0.001,22712782.301,4.197,0.0,5.962,4.517,22708772.186999995,G24,1274131685434,-2710286.6346348757,-4270372.6399455825,3872657.7073043818,-987.8427918257778
0,2020-05-21-US-MTV-2,Pixel4,1274131685434,1,5,GPS_L1,1274131685355374527,-2460535.621,-25663151.535,-6069653.478,365.63,-733.924,3042.08,-3925.021,-0.0,23594479.115,3.598,0.0,8.003,7.182,23590538.908999998,G5,1274131686434,-2710287.6174493493,-4270391.649633285,3872636.349776805,-995.2416691076849
1,2020-05-21-US-MTV-2,Pixel4,1274131685434,1,19,GPS_L1,1274131685355120649,14277580.588,-15682094.158,15676109.939,1990.855,-482.407,-2254.805,-46677.471,0.001,23670589.825,9.294,0.0,7.226,7.655,23623897.472999997,G19,1274131686434,-2710287.6174493493,-4270391.649633285,3872636.349776805,-995.2416691076849
