,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,5,GPS_L1,1274131794355608153,-2421071.686,-25741001.022,-5737306.292,358.571,-694.461,3055.891,-3925.074,-0.0,23524439.802,2.398,0.0,7.873,6.953,23520499.902,G5,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
1,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,17,GPS_L1,1274131794348655927,20013124.996,-14714873.38,9756803.704,1162.742,-256.307,-2901.45,80480.998,0.002,25608664.723,10.493,0.0,9.814,45.559,25689090.348,G17,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
2,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,19,GPS_L1,1274131794354928668,14492765.662,-15734861.239,15428323.518,1957.431,-485.695,-2291.643,-46677.381,0.001,23728144.281,4.197,0.0,7.314,7.881,23681451.705,G19,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
3,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,25,GPS_L1,1274131794362021548,-14821243.109,-2446524.647,21668126.878,271.336,-2794.031,-102.707,1787.407,0.0,21601752.351,2.398,0.0,4.671,3.645,21603531.442,G25,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
4,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,29,GPS_L1,1274131794355098051,-24652012.492,2454359.951,9563474.587,1075.93,-597.238,2910.786,-32893.365,-0.003,23677364.535,2.998,0.0,7.435,7.068,23644456.667000003,G29,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
5,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,2,GPS_L1,1274131794364387594,-7030326.869,-19000877.766,17843039.154,1899.897,994.059,1869.727,-137798.171,-0.0,20892429.605,1.499,0.0,3.501,2.564,20754625.369000003,G2,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
6,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,12,GPS_L1,1274131794366676576,-11247101.136,-13430738.719,19776280.511,516.215,-2502.741,-1374.259,34548.523,-0.002,20206210.065,2.698,0.0,3.516,2.598,20240752.474,G12,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
7,2020-05-21-US-MTV-2,Pixel4,1274131794434,1,24,GPS_L1,1274131794358121492,-22211512.39,-14896473.605,-1150535.175,275.356,-210.407,-3093.704,-3999.564,0.001,22770959.726,3.298,0.0,6.056,4.601,22766949.505,G24,1274131795434,-2709599.8321163864,-4272651.737034176,3870637.1541964733,-1499.6558312564036
0,2020-05-21-US-MTV-2,Pixel4,1274131795434,1,5,GPS_L1,1274131795355610283,-2420713.146,-25741695.302,-5734250.333,358.508,-694.098,3056.014,-3925.075,-0.0,23523801.244,2.398,0.0,7.871,6.951,23519861.347,G5,1274131796434,-2709588.039409452,-4272671.412046213,3870623.781086497,-1506.3537145097728
1,2020-05-21-US-MTV-2,Pixel4,1274131795434,1,19,GPS_L1,1274131795354926928,14494722.935,-15735346.947,15426031.712,1957.122,-485.722,-2291.978,-46677.38,0.001,23728665.92,4.797,0.0,7.315,7.883,23681973.342,G19,1274131796434,-2709588.039409452,-4272671.412046213,3870623.781086497,-1506.3537145097728
2,2020-05-21-US-MTV-2,Pixel4,1274131795434,1,25,GPS_L1,1274131795362023073,-14820971.856,-2449318.682,21668023.935,271.172,-2794.031,-103.178,1787.407,0.0,21601295.168,2.398,0.0,4.67,3.645,21603074.26,G25,1274131796434,-2709588.039409452,-4272671.412046213,3870623.781086497,-1506.3537145097728
