collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-05-29-US-MTV-2,Pixel4,1274830060440,37.5232738300,-122.3542866417,186.80,121.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830061440,37.5232738290,-122.3542866407,186.80,122.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830062440,37.5232738290,-122.3542866417,186.80,123.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830063440,37.5232738300,-122.3542866417,186.80,124.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830064440,37.5232738300,-122.3542866417,186.80,125.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830065440,37.5232738300,-122.3542866407,186.80,126.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830066440,37.5232738290,-122.3542866417,186.80,127.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830067440,37.5232738300,-122.3542866407,186.80,128.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830068440,37.5232738293,-122.3542866407,186.80,129.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830069440,37.5232738290,-122.3542866407,186.80,130.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830070440,37.5232738290,-122.3542866400,186.80,131.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830071440,37.5232738290,-122.3542866407,186.80,132.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830072440,37.5232738290,-122.3542866400,186.80,133.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830073440,37.5232738283,-122.3542866407,186.80,134.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830074440,37.5232738283,-122.3542866417,186.80,135.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830075440,37.5232738283,-122.3542866400,186.80,136.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830076440,37.5232738273,-122.3542866400,186.80,137.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830077440,37.5232738273,-122.3542866400,186.80,138.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830078440,37.5232738267,-122.3542866400,186.80,139.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830079440,37.5232738267,-122.3542866400,186.80,140.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830080440,37.5232738267,-122.3542866400,186.80,141.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830081440,37.5232738267,-122.3542866400,186.80,142.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830082440,37.5232738257,-122.3542866400,186.80,143.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830083440,37.5232738257,-122.3542866400,186.80,144.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830084440,37.5232738257,-122.3542866400,186.80,145.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830085440,37.5232738257,-122.3542866393,186.80,146.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830086440,37.5232738267,-122.3542866400,186.80,147.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830087440,37.5232738250,-122.3542866383,186.80,148.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830088440,37.5232738250,-122.3542866383,186.80,149.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830089440,37.5232738257,-122.3542866383,186.80,150.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830090440,37.5232738267,-122.3542866383,186.80,151.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830091440,37.5232738257,-122.3542866383,186.80,152.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830092440,37.5232738110,-122.3542866193,186.80,153.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830093440,37.5232738050,-122.3542866067,186.79,154.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830094440,37.5232737923,-122.3542865940,186.79,155.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830095440,37.5232737990,-122.3542866030,186.79,156.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830096440,37.5232738303,-122.3542866393,186.79,157.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830097440,37.5232738850,-122.3542867157,186.78,158.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830098440,37.5232739763,-122.3542868320,186.78,159.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830099440,37.5232741123,-122.3542870013,186.78,160.44,0.70,0.00,0.00,257.40
2020-05-29-US-MTV-2,Pixel4,1274830100440,37.5232743123,-122.3542872527,186.78,161.44,0.70,0.00,0.05,257.40
2020-05-29-US-MTV-2,Pixel4,1274830101440,37.5232745643,-122.3542875683,186.77,162.44,0.70,0.00,0.05,257.30
2020-05-29-US-MTV-2,Pixel4,1274830102440,37.5232743950,-122.3542887613,186.76,163.44,0.70,0.00,0.38,256.34
2020-05-29-US-MTV-2,Pixel4,1274830103440,37.5232707847,-122.3542945923,186.74,164.44,0.70,0.00,0.90,249.20
2020-05-29-US-MTV-2,Pixel4,1274830104440,37.5232628047,-122.3543046753,186.67,165.44,0.70,0.00,1.79,236.40
2020-05-29-US-MTV-2,Pixel4,1274830105440,37.5232477953,-122.3543214217,186.51,166.44,0.70,0.00,2.52,229.08
2020-05-29-US-MTV-2,Pixel4,1274830106440,37.5232326740,-122.3543480400,186.22,167.44,0.70,0.00,3.28,236.26
2020-05-29-US-MTV-2,Pixel4,1274830107440,37.5232190757,-122.3543859733,185.85,168.44,0.70,0.00,3.54,249.46
2020-05-29-US-MTV-2,Pixel4,1274830108440,37.5232138203,-122.3544157030,185.58,169.44,0.70,0.00,1.74,259.20
2020-05-29-US-MTV-2,Pixel4,1274830109440,37.5232124090,-122.3544255810,185.51,170.44,0.80,0.00,0.06,261.74
2020-05-29-US-MTV-2,Pixel4,1274830110440,37.5232122890,-122.3544252617,185.51,171.44,0.90,0.00,0.02,261.80
2020-05-29-US-MTV-2,Pixel4,1274830111440,37.5232121887,-122.3544250443,185.51,172.44,0.80,0.00,0.00,261.80
2020-05-29-US-MTV-2,Pixel4,1274830112440,37.5232121827,-122.3544250027,185.51,173.44,0.94,0.00,0.00,261.80
