collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-05-14-US-MTV-2,Pixel4,1273538830442,37.6901935950,-122.3923293650,35.00,133.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538831442,37.6901935940,-122.3923293650,35.00,134.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538832442,37.6901935933,-122.3923293660,35.00,135.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538833442,37.6901935933,-122.3923293650,35.00,136.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538834442,37.6901935933,-122.3923293650,35.00,137.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538835442,37.6901935933,-122.3923293650,35.00,138.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538836442,37.6901935933,-122.3923293650,35.00,139.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538837442,37.6901935933,-122.3923293650,35.00,140.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538838442,37.6901935933,-122.3923293650,35.00,141.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538839442,37.6901935940,-122.3923293657,35.00,142.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538840442,37.6901935933,-122.3923293660,35.00,143.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538841442,37.6901935933,-122.3923293657,35.00,144.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538842442,37.6901935933,-122.3923293660,35.00,145.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538843442,37.6901935933,-122.3923293657,35.00,146.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538844442,37.6901935933,-122.3923293667,35.00,147.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538845442,37.6901935933,-122.3923293650,35.00,148.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538846442,37.6901935933,-122.3923293657,35.00,149.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538847442,37.6901935940,-122.3923293657,35.00,150.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538848442,37.6901935943,-122.3923293650,35.00,151.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538849442,37.6901935933,-122.3923293650,35.00,152.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538850442,37.6901935940,-122.3923293650,35.00,153.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538851442,37.6901935950,-122.3923293650,35.00,154.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538852442,37.6901935943,-122.3923293650,35.00,155.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538853442,37.6901935940,-122.3923293650,35.00,156.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538854442,37.6901935950,-122.3923293650,35.00,157.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538855442,37.6901935943,-122.3923293650,35.00,158.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538856442,37.6901935933,-122.3923293650,35.00,159.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538857442,37.6901935950,-122.3923293650,35.00,160.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538858442,37.6901935943,-122.3923293650,35.00,161.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538859442,37.6901935933,-122.3923293650,35.00,162.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538860442,37.6901935943,-122.3923293650,35.00,163.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538861442,37.6901935933,-122.3923293650,35.00,164.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538862442,37.6901935943,-122.3923293660,35.00,165.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538863442,37.6901935933,-122.3923293657,35.00,166.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538864442,37.6901935933,-122.3923293660,35.00,167.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538865442,37.6901935933,-122.3923293667,35.00,168.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538866442,37.6901935933,-122.3923293660,35.00,169.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538867442,37.6901935933,-122.3923293657,35.00,170.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538868442,37.6901935943,-122.3923293667,35.00,171.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538869442,37.6901935933,-122.3923293657,35.00,172.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538870442,37.6901935940,-122.3923293667,35.00,173.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538871442,37.6901935943,-122.3923293650,35.00,174.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538872442,37.6901935933,-122.3923293657,35.00,175.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538873442,37.6901935950,-122.3923293660,35.00,176.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538874442,37.6901935950,-122.3923293650,35.00,177.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538875442,37.6901935950,-122.3923293657,35.00,178.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538876442,37.6901935950,-122.3923293660,35.00,179.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538877442,37.6901935950,-122.3923293667,35.00,180.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538878442,37.6901935950,-122.3923293660,35.00,181.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538879442,37.6901935940,-122.3923293667,35.00,182.44,0.50,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538880442,37.6901935933,-122.3923293667,35.00,183.44,0.54,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538881442,37.6901935933,-122.3923293667,35.00,184.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538882442,37.6901935933,-122.3923293674,35.00,185.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538883442,37.6901935933,-122.3923293650,35.00,186.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538884442,37.6901935933,-122.3923293664,35.00,187.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538885442,37.6901935933,-122.3923293676,35.00,188.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538886442,37.6901935940,-122.3923293650,35.00,189.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538887442,37.6901935943,-122.3923293650,35.00,190.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538888442,37.6901935933,-122.3923293633,35.00,191.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538889442,37.6901935933,-122.3923293624,35.00,192.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538890442,37.6901935933,-122.3923293629,35.00,193.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538891442,37.6901935933,-122.3923293650,35.00,194.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538892442,37.6901935943,-122.3923293660,35.00,195.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538893442,37.6901935933,-122.3923293657,35.00,196.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538894442,37.6901935933,-122.3923293667,35.00,197.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538895442,37.6901935933,-122.3923293660,35.00,198.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538896442,37.6901935940,-122.3923293667,35.00,199.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538897442,37.6901935933,-122.3923293667,35.00,200.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538898442,37.6901935940,-122.3923293667,35.00,201.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538899442,37.6901935943,-122.3923293667,35.00,202.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538900442,37.6901935933,-122.3923293667,35.00,203.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538901442,37.6901935943,-122.3923293667,35.00,204.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538902442,37.6901935933,-122.3923293667,35.00,205.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538903442,37.6901935933,-122.3923293667,35.00,206.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538904442,37.6901935960,-122.3923293657,35.00,207.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538905442,37.6901935967,-122.3923293683,35.00,208.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538906442,37.6901935957,-122.3923293710,35.00,209.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538907442,37.6901935990,-122.3923293628,35.00,210.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538908442,37.6901936121,-122.3923293510,35.00,211.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538909442,37.6901936283,-122.3923293383,35.00,212.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538910442,37.6901936517,-122.3923293250,35.00,213.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538911442,37.6901936667,-122.3923293243,35.00,214.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538912442,37.6901936800,-122.3923293281,35.00,215.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538913442,37.6901936933,-122.3923293397,35.00,216.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538914442,37.6901937007,-122.3923293631,34.99,217.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538915442,37.6901936953,-122.3923293971,34.99,218.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538916442,37.6901936746,-122.3923294395,34.99,219.44,0.60,0.00,0.00,158.60
2020-05-14-US-MTV-2,Pixel4,1273538917442,37.6901935349,-122.3923295018,34.98,220.44,0.60,0.00,0.05,158.60
2020-05-14-US-MTV-2,Pixel4,1273538918442,37.6901922863,-122.3923284710,34.98,221.44,0.60,0.00,0.35,157.47
2020-05-14-US-MTV-2,Pixel4,1273538919442,37.6901864978,-122.3923206174,34.99,222.44,0.60,0.00,1.66,149.65
2020-05-14-US-MTV-2,Pixel4,1273538920442,37.6901766443,-122.3922983785,35.00,223.44,0.60,0.00,2.54,131.46
2020-05-14-US-MTV-2,Pixel4,1273538921442,37.6901727747,-122.3922711109,35.06,224.44,0.60,0.00,2.34,111.80
2020-05-14-US-MTV-2,Pixel4,1273538922442,37.6901757447,-122.3922454913,35.12,225.44,0.60,0.00,2.34,93.86
2020-05-14-US-MTV-2,Pixel4,1273538923442,37.6901865818,-122.3922190989,35.24,226.44,0.60,0.00,3.03,72.82
2020-05-14-US-MTV-2,Pixel4,1273538924442,37.6902108024,-122.3921941452,35.32,227.44,0.60,0.00,4.06,46.93
2020-05-14-US-MTV-2,Pixel4,1273538925442,37.6902494777,-122.3921714198,35.43,228.44,0.60,0.00,5.50,28.80
2020-05-14-US-MTV-2,Pixel4,1273538926442,37.6903034556,-122.3921616137,35.55,229.44,0.60,0.00,6.78,9.34
2020-05-14-US-MTV-2,Pixel4,1273538927442,37.6903701572,-122.3921685335,35.59,230.44,0.60,0.00,8.17,358.11
2020-05-14-US-MTV-2,Pixel4,1273538928442,37.6904446323,-122.3921824056,35.61,231.44,0.60,0.00,8.44,356.58
2020-05-14-US-MTV-2,Pixel4,1273538929442,37.6905199897,-122.3921894378,35.65,232.44,0.60,0.00,8.28,2.62
2020-05-14-US-MTV-2,Pixel4,1273538930442,37.6905947859,-122.3921797542,35.60,233.44,0.60,0.00,8.28,13.45
2020-05-14-US-MTV-2,Pixel4,1273538931442,37.6906647361,-122.3921485243,35.65,234.44,0.60,0.00,8.08,28.56
2020-05-14-US-MTV-2,Pixel4,1273538932442,37.6907232875,-122.3920937123,35.63,235.44,0.60,0.00,7.97,45.81
2020-05-14-US-MTV-2,Pixel4,1273538933442,37.6907652984,-122.3920207603,35.68,236.44,0.60,0.00,7.80,63.01
2020-05-14-US-MTV-2,Pixel4,1273538934442,37.6907881114,-122.3919372234,35.67,237.44,0.60,0.00,7.67,79.19
2020-05-14-US-MTV-2,Pixel4,1273538935442,37.6907934909,-122.3918489226,35.48,238.44,0.60,0.00,7.89,93.63
2020-05-14-US-MTV-2,Pixel4,1273538936442,37.6907804375,-122.3917579494,35.36,239.44,0.60,0.00,8.33,108.83
2020-05-14-US-MTV-2,Pixel4,1273538937442,37.6907485144,-122.3916683471,35.32,240.44,0.60,0.00,8.94,121.62
2020-05-14-US-MTV-2,Pixel4,1273538938442,37.6907005092,-122.3915816751,35.33,241.44,0.60,0.00,9.71,132.50
2020-05-14-US-MTV-2,Pixel4,1273538939442,37.6906340592,-122.3915015785,35.29,242.44,0.60,0.00,10.62,144.50
2020-05-14-US-MTV-2,Pixel4,1273538940442,37.6905505506,-122.3914331663,35.31,243.44,0.50,0.00,11.41,154.04
2020-05-14-US-MTV-2,Pixel4,1273538941442,37.6904549001,-122.3913752482,35.34,244.44,0.50,0.00,12.08,160.85
2020-05-14-US-MTV-2,Pixel4,1273538942442,37.6903516061,-122.3913266556,35.39,245.44,0.50,0.00,11.69,165.08
2020-05-14-US-MTV-2,Pixel4,1273538943442,37.6902614648,-122.3912895553,35.40,246.44,0.50,0.00,9.31,166.90
2020-05-14-US-MTV-2,Pixel4,1273538944442,37.6901924035,-122.3912623931,35.41,247.44,0.60,0.00,6.81,167.04
