,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,5,GPS_L1,1274827526368293772,805673.237,-22581360.655,13661119.681,937.945,1519.836,2452.091,-4080.69,-0.001,21044975.106,4.797,0.0,4.159,3.15,21040887.106999997,G5,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
1,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,2,GPS_L1,1274827526361120155,8583990.433,-14306207.957,21296723.723,2546.763,269.324,-877.454,-139060.059,0.0,23195571.379,10.493,0.0,5.426,4.597,23056501.297000002,G2,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
2,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,12,GPS_L1,1274827526367454697,-10402742.058,-24185911.69,3859452.412,46.283,-556.68,-3153.875,33625.922,-0.001,21296523.462,6.296,0.0,4.391,3.221,21330141.772,G12,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
3,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,21,GPS_L1,1274827526356842091,-26289830.884,-886540.835,-1699077.305,-280.742,-355.823,3167.436,1487.323,0.001,24478102.701,11.992,0.0,10.124,13.875,24479566.025,G21,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
4,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,25,GPS_L1,1274827526370344376,-15835893.397,-17734107.699,11869025.201,-367.121,-1504.288,-2658.078,2468.598,0.001,20430219.492,4.197,0.0,3.625,2.64,20432681.825,G25,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
5,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,29,GPS_L1,1274827526367830611,-13698022.231,-6410892.812,21790850.835,1841.342,-2070.029,544.835,-34734.052,-0.003,21183827.28,1.799,0.0,4.104,3.133,21149085.991,G29,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
6,2020-05-29-US-MTV-1,Pixel4,1274827526438,1,31,GPS_L1,1274827526357072602,-19178654.764,8452002.268,16535835.905,-2031.269,-520.482,-2039.974,-13699.117,-0.0,24408997.242,10.493,0.0,8.247,9.916,24395279.961999997,G31,1274827527438,-2693770.6955142724,-4297556.8554287115,3854194.6771937297,12.00452754718231
0,2020-05-29-US-MTV-1,Pixel4,1274827527438,1,5,GPS_L1,1274827527368293809,806611.286,-22579840.703,13663571.625,938.153,1520.068,2451.796,-4080.69,-0.001,21044964.013,5.096,0.0,4.159,3.15,21040876.014,G5,1274827528438,-2693770.6969055603,-4297556.855798199,3854194.6758186095,11.400685543883643
1,2020-05-29-US-MTV-1,Pixel4,1274827527438,1,2,GPS_L1,1274827527361118641,8586537.148,-14305938.714,21295846.056,2546.675,269.165,-877.883,-139060.059,0.0,23196025.265,13.79,0.0,5.427,4.598,23056955.180999998,G2,1274827528438,-2693770.6969055603,-4297556.855798199,3854194.6758186095,11.400685543883643
2,2020-05-29-US-MTV-1,Pixel4,1274827527438,1,12,GPS_L1,1274827527367453023,-10402695.733,-24186468.18,3856298.502,46.366,-556.304,-3153.957,33625.921,-0.001,21297025.315,6.296,0.0,4.392,3.221,21330643.623,G12,1274827528438,-2693770.6969055603,-4297556.855798199,3854194.6758186095,11.400685543883643
3,2020-05-29-US-MTV-1,Pixel4,1274827527438,1,18,GPS_L1,1274827527361367745,-25757356.305,-6093755.665,2342710.141,339.601,-213.887,3162.893,61450.062,0.003,23121345.764,13.79,0.0,7.041,5.788,23182782.996999998,G18,1274827528438,-2693770.6969055603,-4297556.855798199,3854194.6758186095,11.400685543883643
