,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,5,GPS_L1,1274828286368217432,1579918.703,-21363387.802,15435471.716,1100.898,1679.827,2212.385,-4081.296,-0.001,21069808.45,2.398,0.0,4.138,3.168,21065719.847999997,G5,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
1,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,2,GPS_L1,1274828286359919212,10489696.669,-14146739.158,20507365.236,2462.445,151.68,-1197.923,-139060.074,-0.0,23557552.22,2.398,0.0,5.847,5.254,23418481.044999998,G2,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
2,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,12,GPS_L1,1274828286366118532,-10339553.741,-24500864.007,1443843.317,125.046,-273.135,-3196.516,33625.084,-0.001,21699042.84,1.799,0.0,4.812,3.552,21732659.56,G12,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
3,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,21,GPS_L1,1274828286358090586,-26392982.682,-1144599.201,713799.992,9.458,-328.127,3175.59,1487.912,0.001,24105760.504,2.998,0.0,9.081,9.945,24107229.39,G21,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
4,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,18,GPS_L1,1274828286362680502,-25390465.52,-6246188.239,4724128.343,626.828,-192.772,3105.838,61452.678,0.003,22729738.304,8.094,0.0,6.352,4.995,22791179.634999998,G18,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
5,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,25,GPS_L1,1274828286369782503,-16101498.646,-18779238.473,9780331.389,-326.639,-1244.848,-2832.788,2469.447,0.001,20600611.968,3.298,0.0,3.72,2.725,20603074.97,G25,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
6,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,29,GPS_L1,1274828286368528661,-12326157.479,-8028531.004,22069792.88,1763.972,-2182.188,188.455,-34736.174,-0.003,20976504.343,2.099,0.0,3.909,2.984,20941761.275999997,G29,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
7,2020-05-29-US-MTV-1,Pixel4,1274828286438,1,31,GPS_L1,1274828286356884536,-20653895.884,8101944.506,14888704.164,-1845.997,-403.4,-2290.113,-13699.264,-0.0,24467325.198,5.696,0.0,8.428,10.159,24453607.347,G31,1274828287438,-2699531.4529212797,-4298105.198446669,3849751.8765929905,-31.34916494615397
0,2020-05-29-US-MTV-1,Pixel4,1274828287438,1,5,GPS_L1,1274828287368217134,1581019.71,-21361707.881,15437683.934,1101.117,1680.016,2212.051,-4081.297,-0.001,21069897.788,2.398,0.0,4.138,3.169,21065809.184,G5,1274828288438,-2699550.363085474,-4298087.284645332,3849759.9223835315,-36.82953444943149
1,2020-05-29-US-MTV-1,Pixel4,1274828287438,1,2,GPS_L1,1274828287359917621,10492159.044,-14146587.553,20506167.107,2462.311,151.531,-1198.337,-139060.074,-0.0,23558029.19,2.398,0.0,5.848,5.255,23418958.013,G2,1274828288438,-2699550.363085474,-4298087.284645332,3849759.9223835315,-36.82953444943149
2,2020-05-29-US-MTV-1,Pixel4,1274828287438,1,12,GPS_L1,1274828287366116646,-10339428.634,-24501136.957,1440646.792,125.169,-272.767,-3196.546,33625.083,-0.001,21699608.248,2.099,0.0,4.812,3.553,21733224.966000002,G12,1274828288438,-2699550.363085474,-4298087.284645332,3849759.9223835315,-36.82953444943149
3,2020-05-29-US-MTV-1,Pixel4,1274828287438,1,21,GPS_L1,1274828287358092232,-26392973.033,-1144927.321,716975.58,9.84,-328.11,3175.575,1487.912,0.001,24105267.045,2.998,0.0,9.079,9.941,24106735.937000003,G21,1274828288438,-2699550.363085474,-4298087.284645332,3849759.9223835315,-36.82953444943149
